ID,Date,Band,Genus,Species,Sex,Age,Time,Site,Mass,Wing_length,Tail_length,Fat_code,Condition
3D6.1D59AEEA3A,10/20/20,A00002971,Calypte,ANHU,F,NA,8:00:00,SB,3.84,51,NA,0,13.28125
3D6.1D59AEEA72,10/20/20,610089687,Calypte,ANHU,F,AHY,7:48:00,SB,4.08,52.5,NA,0,12.86764706
3D6.1D593E1CD2,10/20/20,A00002956,Calypte,ANHU,F,NA,7:40:00,SB,NA,50,NA,0,NA
3D6.1D59AEEA3B,10/20/20,A00002958,Calypte,ANHU,M,HY,7:36:00,SB,4.04,51,NA,0,12.62376238
3D6.1D59AEEA30,10/20/20,A00002957,Calypte,ANHU,F,NA,7:35:00,SB,3.94,52,NA,0,13.19796954
3D6.1D59AEEA71,10/6/20,A00002954,Calypte,ANHU,M,HY,10:45:00,SB,4.21,0,NA,0,0
3D6.1D59AEEA4B,10/6/20,A00002955,Calypte,ANHU,M,HY,10:43:00,SB,4,48,NA,0,12
3D6.1D59AEEA55,10/6/20,A00002975,Calypte,ANHU,M,HY,10:30:00,SB,4.46,50,NA,0,11.21076233
3D6.1D59AEEA54,10/6/20,A00002976,Calypte,ANHU,F,AHY,10:21:00,SB,4.09,0,NA,0,0
3D6.1D593E1966,10/6/20,NA,Calypte,ANHU,F,AHY,10:06:00,SB,3.69,50,NA,-,13.5501355
3D6.1D59AEEA6B,10/6/20,A00002979,Calypte,ANHU,M,HY,9:40:00,SB,4.26,49,NA,0,11.50234742
3D6.1D59AEEA3F,10/6/20,A00002978,Calypte,ANHU,M,HY,9:40:00,SB,5,52,NA,0,10.4
3D6.1D59AEEA68,10/6/20,A00002977,Calypte,ANHU,M,HY,9:40:00,SB,4.37,50,NA,0,11.4416476
3D6.1D59AEEA48,10/6/20,A00002980,Calypte,ANHU,F,NA,9:28:00,SB,4.08,50,NA,0,12.25490196
3D6.1D59AEEA28,10/6/20,A00002982,Calypte,ANHU,M,HY,9:08:00,SB,4.21,50,NA,0,11.87648456
3D6.1D59AEEA80,10/6/20,A00002981,Calypte,ANHU,M,NA,9:08:00,SB,4.61,51,NA,0,11.06290672
3D6.1D593E1D06,10/6/20,NA,Calypte,ANHU,F,HY,8:52:00,SB,3.89,51,NA,0,13.11053985
3D6.1D593E1AE2,10/6/20,A00002984,Calypte,ANHU,F,AHY,8:52:00,SB,4,52,NA,0,13
3D6.1D59AEEA7E,10/6/20,A00002983,Calypte,ANHU,F,NA,8:40:00,SB,4.03,52,NA,0,12.90322581
3D6.1D593E19D4,10/6/20,NA,Calypte,ANHU,M,AHY,8:37:00,SB,4.31,50,NA,0,11.60092807
3D6.1D59AEEA2A,10/6/20,A00002985,Calypte,ANHU,M,NA,8:18:00,SB,4.55,51,NA,0,11.20879121
3D6.1D59AEEA63,10/6/20,A00002986,Calypte,ANHU,F,NA,8:16:00,SB,4.07,51,NA,0,12.53071253
3D6.1D59AEEA2B,10/6/20,A00002987,Calypte,ANHU,F,NA,8:06:00,SB,4.38,51,NA,0,11.64383562
3D6.1D59AEEA32,10/6/20,A00002988,Calypte,ANHU,F,NA,7:58:00,SB,3.96,52,NA,0,13.13131313
3D6.1D593E1CC8,10/6/20,NA,Calypte,ANHU,M,HY,7:37:00,SB,4.63,50,NA,-,10.79913607
3D6.1D59AEEA5A,10/6/20,A00002989,Calypte,ANHU,F,NA,7:33:00,SB,3.94,0,NA,0,0
3D6.1D59AEEA43,9/29/20,A00002882,Calypte,ANHU,F,NA,10:49:00,SB,4,50,NA,-,12.5
3D6.1D593EEA7F,9/29/20,A00002883,Calypte,ANHU,M,HY,10:47:00,SB,4.45,51,NA,0,11.46067416
3D6.1D59AEEA79,9/29/20,A00002885,Calypte,ANHU,M,NA,9:56:00,SB,4.9,50,NA,0,10.20408163
3D6.1D59AEEA70,9/29/20,A00002884,Calypte,ANHU,F,NA,9:56:00,SB,4.9,51,NA,NA,10.40816327
3D6.1D59AEEA78,9/29/20,A00002886,Calypte,ANHU,M,HY,9:50:00,SB,4.48,49,NA,0,10.9375
3D6.1D593E1BAB,9/29/20,NA,Calypte,ANHU,F,NA,9:46:00,SB,4.06,51,NA,0,12.56157635
3D6.1D593E1D2C,9/29/20,NA,Calypte,ANHU,M,HY,9:20:00,SB,4.77,52,NA,0,10.90146751
3D6.1D59AEEA7B,9/29/20,A00002889,Calypte,ANHU,M,HY,9:20:00,SB,4.52,51,NA,NA,11.28318584
3D6.1D59AEEA74,9/29/20,A00002888,Calypte,ANHU,M,HY,9:20:00,SB,4.54,50,NA,0,11.01321586
3D6.1D59AEEA61,9/29/20,A00002887,Calypte,ANHU,M,HY,9:20:00,SB,4.12,48,NA,-,11.65048544
3D6.1D593E1A99,9/29/20,NA,Calypte,ANHU,M,HY,9:11:00,SB,4.57,48,NA,0,10.50328228
3D6.1D593E1AB5,9/29/20,A00002901,Calypte,ANHU,F,AHY,9:11:00,SB,4.06,51,NA,NA,12.56157635
3D6.1D59AEEA4F,9/29/20,A00002890,Calypte,ANHU,F,NA,9:04:00,SB,4.24,50,NA,0,11.79245283
3D6.1D593E1B0F,9/29/20,610089930,Calypte,ANHU,M,AHY,9:00:00,SB,4.46,50,NA,0,11.21076233
3D6.1D59AEEA35,9/29/20,910070615,Calypte,ANHU,M,AHY,8:50:00,SB,4.41,50.5,NA,0,11.45124717
3D6.1D59AEEA75,9/29/20,A00002891,Calypte,ANHU,M,HY,8:41:00,SB,4.54,50,NA,0,11.01321586
3D6.1D59AEEA40,9/29/20,A00002892,Calypte,ANHU,M,HY,8:35:00,SB,4.25,50,NA,0,11.76470588
3D6.1D59AEEA5B,9/29/20,A00002894,Calypte,ANHU,F,NA,8:25:00,SB,3.94,46,NA,NA,11.6751269
3D6.1D59AEEA3C,9/29/20,A00002893,Calypte,ANHU,F,NA,8:25:00,SB,4.51,51,NA,0,11.30820399
3D6.1D59AEEA6D,9/29/20,A00002895,Calypte,ANHU,F,NA,8:13:00,SB,4.05,50,NA,0,12.34567901
3D6.1D59AEEA65,9/29/20,A00002898,Calypte,ANHU,F,NA,7:45:00,SB,4,50.5,NA,NA,12.625
3D6.1D59AEEA3D,9/29/20,A00002897,Calypte,ANHU,F,NA,7:45:00,SB,4.05,52,NA,0,12.83950617
3D6.1D59AEEA49,9/29/20,A00002896,Calypte,ANHU,F,HY,7:45:00,SB,3.96,50,NA,0,12.62626263
3D6.1D59AEEA73,9/29/20,A00002899,Calypte,ANHU,F,AHY,7:41:00,SB,4.1,53,NA,0,12.92682927
3D6.1D59AEEA60,9/29/20,A00002900,Calypte,ANHU,F,NA,7:38:00,SB,4.18,49,NA,0,11.72248804
3D6.1D59AEEA51,9/14/20,A00002931,Selasphorus,ALHU,F,AHY,14:32:00,BH,NA,44,NA,0,NA
3D6.1D59AEEA31,9/14/20,910071077,Selasphorus,ALHU,F,AHY,14:00:00,BH,NA,43,NA,0,NA
3D6.1D593E1971,9/14/20,NA,Calypte,ANHU,F,AHY,13:50:00,BH,4.31,51,NA,-,11.83294664
3D6.1D59AEEA37,9/14/20,A00002933,Selasphorus,RUHU,F,NA,13:41:00,BH,3.48,44,NA,0,12.64367816
3D6.1D59AEEA29,9/14/20,A00002932,Selasphorus,ALHU,M,HY,13:41:00,BH,3.48,41,NA,0,11.7816092
3D6.1D593E1BC4,9/14/20,NA,Selasphorus,ALHU,F,NA,13:27:00,BH,3.47,44,NA,0,12.68011527
3D6.1D59AEEA27,9/14/20,A00002934,Calypte,ANHU,M,HY,13:25:00,BH,NA,0,NA,NA,NA
3D6.1D593E1C4C,9/14/20,NA,Calypte,ANHU,M,HY,13:25:00,BH,NA,50,NA,0,NA
3D6.1D59AEEA46,9/14/20,A00002935,Selasphorus,ALHU,F,NA,13:05:00,BH,NA,42,NA,0,NA
3D6.1D59AEEA62,9/14/20,A00002936,Calypte,ANHU,F,NA,12:50:00,BH,3.85,50,NA,NA,12.98701299
3D6.1D593E1BB7,9/14/20,NA,Calypte,ANHU,M,AHY,12:35:00,BH,4.45,49,NA,0,11.01123596
3D6.1D593D77D2,9/14/20,NA,Calypte,ANHU,F,AHY,12:35:00,BH,4.35,49,NA,0,11.26436782
3D6.1D59AEEA7D,9/14/20,A00002937,Calypte,ANHU,F,NA,12:35:00,BH,4.81,51,NA,0,10.6029106
3D6.1D59AEEA2D,9/14/20,A00002938,Selasphorus,ALHU,F,NA,12:00:00,BH,3.63,44,NA,0,12.12121212
3D6.1D59AEEA22,9/14/20,A00002941,Selasphorus,ALHU,F,NA,11:30:00,BH,3.7,44,NA,0,11.89189189
3D6.1D593E1D25,9/14/20,A00002940,Selasphorus,ALHU,F,NA,11:30:00,BH,3.48,43,NA,0,12.35632184
3D6.1D59AEEA6A,9/14/20,A00002939,Selasphorus,ALHU,F,NA,11:30:00,BH,NA,43,NA,0,NA
3D6.1D59AEEA42,9/14/20,A00002942,Calypte,ANHU,M,HY,11:15:00,BH,4.62,0,NA,0,0
3d6.1d59aeea81,9/14/20,A00002943,Calypte,ANHU,M,HY,11:02:00,BH,5,49,NA,NA,9.8
3D6.1D59AEEA76,9/14/20,A00002946,Calypte,ANHU,M,HY,10:30:00,BH,4.41,50,NA,NA,11.33786848
3D6.1D59AEEA6E,9/14/20,A00002945,Calypte,ANHU,F,NA,10:30:00,BH,NA,48,NA,NA,NA
3D6.1D59AEEA5C,9/14/20,A00002944,Calypte,ANHU,M,HY,10:30:00,BH,4.4,49,NA,0,11.13636364
3D6.1D59AEEA82,9/14/20,A00002947,Calypte,ANHU,M,HY,10:25:00,BH,4.47,49,NA,0,10.96196868
3D6.1D593E1C65,9/14/20,NA,Calypte,ANHU,M,HY,10:20:00,BH,4.64,50,NA,0,10.77586207
3D6.1D59AEEA59,9/14/20,910071097,Selasphorus,ALHU,F,AHY,9:58:00,BH,3.49,43,NA,0,12.32091691
3D6.1D593E19B6,9/14/20,NA,Calypte,ANHU,F,AHY,9:57:00,BH,NA,49,NA,NA,NA
3D6.1D593E1BE3,9/14/20,NA,Calypte,ANHU,M,HY,9:35:00,BH,4.52,51,NA,NA,11.28318584
3D6.1D59AEEA33,9/14/20,A00002948,Selasphorus,ALHU,F,NA,9:35:00,BH,3.69,44,NA,0,11.92411924
3D6.1D59AEEA53,9/14/20,A00002949,Selasphorus,ALHU,F,NA,9:15:00,BH,3.42,44,NA,0,12.86549708
3D6.1D59AEEA44,9/14/20,A00002952,Calypte,ANHU,M,HY,8:45:00,BH,4.69,50,NA,NA,10.66098081
3D6.1D59AEEA5D,9/14/20,A00002951,Selasphorus,ALHU,M,HY,8:45:00,BH,3.79,42,NA,0,11.0817942
3D6.1D59AEEA2C,9/14/20,A00002950,Selasphorus,ALHU,F,AHY,8:45:00,BH,3.19,44,NA,0,13.79310345
3D6.1D59AEEA7A,9/13/20,A00002866,Selasphorus,ALHU,M,HY,16:30:00,BH,3.47,39,NA,0,11.23919308
3D6.1D59AEEA25,9/13/20,A00002865,Selasphorus,ALHU,F,NA,16:30:00,BH,3.2,41,NA,NA,12.8125
3D6.1D593AEEA6C,9/13/20,A00002864,Selasphorus,ALHU,M,HY,16:30:00,BH,3.29,0,NA,0,0
3D6.1D593E1A36,9/13/20,610089413,Calypte,ANHU,M,AHY,16:25:00,BH,NA,49,NA,0,NA
3D6.1D59AEEA45,9/13/20,A00002868,Selasphorus,ALHU,M,AHY,16:15:00,BH,3.74,40,NA,0,10.69518717
3D6.1D59AEEA26,9/13/20,A00002870,Selasphorus,ALHU,F,NA,15:45:00,BH,4.22,43,NA,0,10.18957346
3D6.1D59AEEA58,9/13/20,A00002869,Selasphorus,ALHU,F,AHY,15:45:00,BH,3.37,41,NA,0,12.16617211
3D6.1D593E1B7A,9/13/20,NA,Selasphorus,ALHU,F,AHY,15:45:00,BH,3.25,541,NA,0,166.4615385
3D6.1D59AEEAFA,9/13/20,A00002871,Selasphorus,ALHU,F,AHY,15:32:00,BH,3.24,43,NA,0,13.27160494
3D6.1D59AEEA34,9/13/20,A00002872,Selasphorus,ALHU,M,HY,15:29:00,BH,3.43,40,NA,0,11.66180758
3D6.1D593E1C34,9/13/20,A00002873,Calypte,ANHU,F,AHY,15:25:00,BH,3.96,49,NA,0,12.37373737
3D6.1D593E1C6F,9/13/20,A00002874,Selasphorus,ALHU,F,NA,15:12:00,BH,3.44,43,NA,0,12.5
3D6.1D593E1C2C,9/13/20,A00002875,Selasphorus,ALHU,F,NA,15:10:00,BH,3.4,42,NA,1,12.35294118
3D6.1D593E1C44,9/13/20,A00002876,Selasphorus,ALHU,F,HY,14:50:00,BH,3.47,44,NA,0,12.68011527
3D6.1D593E1C4B,9/13/20,A00002877,Selasphorus,ALHU,M,HY,14:47:00,BH,NA,41,NA,0,NA
3D6.1D593E1C31,9/13/20,A00002878,Selasphorus,ALHU,F,NA,14:28:00,BH,3.58,41,NA,0,11.45251397
3D6.1D593E1C12,9/13/20,610089424,Calypte,ANHU,F,AHY,14:28:00,BH,4.03,51,NA,0,12.65508685
3D6.1D593E1C11,9/13/20,A00002879,Calypte,ANHU,M,HY,14:15:00,BH,4.71,49,NA,0,10.40339703
3D6.1D593E1C21,9/13/20,A00002880,Selasphorus,ALHU,M,HY,13:46:00,BH,3.2,0,NA,0,0
3D6.1D593E1C15,9/13/20,A00002902,Selasphorus,ALHU,M,AHY,13:35:00,BH,3.12,39,NA,0,12.5
3D6.1D593E1C6D,9/13/20,A00002903,Selasphorus,ALHU,F,AHY,13:33:00,BH,3.32,44,NA,0,13.25301205
3D6.1D593E1C8A,9/13/20,NA,Calypte,ANHU,F,NA,13:25:00,BH,4.25,51,NA,0,12
3D6.1D593E1C1F,9/13/20,A00002905,Calypte,ANHU,F,AHY,13:02:00,BH,3.95,51,NA,0,12.91139241
3D6.1D593E1C58,9/13/20,A00002904,Calypte,ANHU,M,HY,13:02:00,BH,4.41,51,NA,0,11.56462585
3D6.1D593E1C76,9/13/20,NA,Calypte,ANHU,F,NA,13:02:00,BH,4.37,51,NA,0,11.67048055
3D6.1D593E195B,9/13/20,NA,Calypte,ANHU,F,AHY,12:20:00,BH,4.17,50,NA,0,11.99040767
3D6.1D593E1C61,9/13/20,A00002906,Calypte,ANHU,M,HY,12:15:00,BH,4.43,46,NA,0,10.38374718
3d6.1d593e1c1a,9/13/20,A00002907,Selasphorus,ALHU,M,HY,12:05:00,BH,3.56,41,NA,0,11.51685393
3D6.1D593E1C56,9/13/20,A00002908,Calypte,ANHU,M,HY,12:00:00,BH,4.24,48,NA,0,11.32075472
3D6.1D593E1C41,9/13/20,A00002909,Calypte,ANHU,M,AHY,11:54:00,BH,4.57,49,NA,NA,10.72210066
3D6.1D593E1C2A,9/13/20,A00002910,Selasphorus,ALHU,M,AHY,11:52:00,BH,3.48,38,NA,0,10.91954023
3D6.1D593E1A8C,9/13/20,610089829,Calypte,ANHU,M,AHY,11:51:00,BH,4.59,49,NA,NA,10.67538126
3D6.1D593E1C1D,9/13/20,A00002911,Selasphorus,NA,F,AHY,11:40:00,BH,3.49,42,NA,0,12.03438395
3D6.1D593E1C74,9/13/20,A00002862,Selasphorus,ALHU,F,AHY,11:35:00,BH,3.27,43,NA,0,13.14984709
3D6.1D593E1BF0,9/13/20,NA,Selasphorus,ALHU,M,AHY,11:29:00,BH,3.15,39,NA,0,12.38095238
3D6.1D593E1C70,9/13/20,A00002912,Calypte,ANHU,F,AHY,11:27:00,BH,4,50,NA,NA,12.5
3D6.1D593E1C72,9/13/20,A00002913,Selasphorus,ALHU,F,AHY,11:20:00,BH,3,42,NA,0,14
3D6.1D593E1C6C,9/13/20,A00002914,Selasphorus,ALHU,F,AHY,11:15:00,BH,3.54,41,NA,0,11.5819209
3D6.1D593E1C67,9/13/20,A00002915,Calypte,ANHU,M,NA,10:45:00,BH,4.12,49.5,NA,NA,12.01456311
3D6.1D593E1BC7,9/13/20,NA,Calypte,ANHU,M,HY,10:45:00,BH,4.3,45,NA,NA,10.46511628
3D6.1D593E1A9F,9/13/20,610089722,Calypte,ANHU,M,AHY,10:45:00,BH,4.7,48,NA,NA,10.21276596
3D6.1D593E1C28,9/13/20,A00002916,Selasphorus,ALHU,F,AHY,10:38:00,BH,3.4,44,NA,0,12.94117647
3D6.1D593E1C5D,9/13/20,A00002917,Selasphorus,RUHU,F,AHY,10:33:00,BH,3.51,42,NA,0,11.96581197
3D6.1D593E1C50,9/13/20,A00002924,Selasphorus,RUHU,F,AHY,10:30:00,BH,3.53,45,NA,0,12.74787535
3d6.1d593e1c3f,9/13/20,A00002918,Selasphorus,ALHU,M,AHY,10:30:00,BH,3.54,39,NA,0,11.01694915
3D6.1D593E1C53,9/13/20,A00002919,Selasphorus,ALHU,M,HY,10:15:00,BH,3.64,40,NA,0,10.98901099
3D6.1D593E1C25,9/13/20,A00002920,Calypte,ANHU,F,AHY,10:10:00,BH,4.91,51,NA,0,10.38696538
3d6.1d593e1c3d,9/13/20,A00002923,Selasphorus,ALHU,F,AHY,10:05:00,BH,3.8,42,NA,0,11.05263158
3D6.1D593E1C48,9/13/20,A00002922,Calypte,ANHU,M,NA,10:05:00,BH,4.2,0,NA,-,0
3D6.1D593E1C13,9/13/20,A00002921,Selasphorus,ALHU,M,HY,10:00:00,BH,3.55,41,NA,0,11.54929577
3D6.1D593E1C22,9/13/20,A00002925,Calypte,ANHU,F,NA,9:45:00,BH,4,50,NA,0,12.5
3D6.1D593E19B4,9/13/20,NA,Calypte,ANHU,M,AHY,9:45:00,BH,4,50,NA,0,12.5
3D6.1D593D7850,9/13/20,610089884,Calypte,ANHU,M,AHY,9:45:00,BH,4.2,49,NA,0,11.66666667
3D6.1D593E1C64,9/13/20,A00002926,Selasphorus,ALHU,M,NA,8:57:00,BH,3.25,0,NA,0,0
3D6.1D593E1C4F,9/13/20,A00002927,Calypte,ANHU,F,NA,8:55:00,BH,4.09,48.5,NA,NA,11.85819071
3D6.1D593E1C4E,9/13/20,A00002929,Selasphorus,ALHU,M,HY,8:48:00,BH,3.92,40,NA,0,10.20408163
3D6.1D593E1C14,9/13/20,A00002928,Selasphorus,ALHU,F,NA,8:48:00,BH,3.2,0,NA,0,0
3D6.1D593E1C35,9/13/20,A00002930,Archilochus,BCHU,M,HY,8:45:00,BH,NA,44,NA,3,NA
3D6.1D593E1C30,9/12/20,A00002808,Calypte,ANHU,M,HY,16:02:00,BH,4.91,50,NA,NA,10.18329939
3D6.1D593E1C45,9/12/20,A00002807,Selasphorus,ALHU,M,HY,16:02:00,BH,3.51,0,NA,0,0
3D6.1D593E1C52,9/12/20,A00002809,Selasphorus,ALHU,M,HY,16:00:00,BH,3.58,40,NA,NA,11.17318436
3D6.1D593E1CA6,9/12/20,NA,Selasphorus,ALHU,F,AHY,16:00:00,BH,3.54,40,NA,0,11.29943503
3D6.1D593E1C47,9/12/20,A00002810,Calypte,ANHU,M,HY,15:50:00,BH,4.25,50,NA,0,11.76470588
3D6.1D593E1C3E,9/12/20,A00002812,Selasphorus,ALHU,M,HY,15:46:00,BH,3.25,0,NA,0,0
3D6.1D593E1C6A,9/12/20,A00002811,Calypte,ANHU,M,HY,15:34:00,BH,4.32,50,NA,NA,11.57407407
3D6.1D593E1C66,9/12/20,A00002813,Selasphorus,ALHU,M,HY,15:32:00,BH,3.4,41,NA,0,12.05882353
3D6.1D593E19A1,9/12/20,NA,Calypte,ANHU,F,NA,15:27:00,BH,3.7,51.8,NA,NA,14
3D6.1D593E1C65,9/12/20,A00002814,Calypte,ANHU,M,HY,15:23:00,BH,4.93,0,NA,0,0
3D6.1D593E1C16,9/12/20,A00002815,Calypte,ANHU,M,HY,15:22:00,BH,4.8,51,NA,0,10.625
3D6.1D593E1B65,9/12/20,A00002834,Selasphorus,ALHU,M,AHY,15:15:00,BH,3.52,40,NA,0,11.36363636
3D6.1D593E1C4A,9/12/20,A00002816,Calypte,ANHU,M,AHY,15:03:00,BH,4.45,49.5,NA,0,11.12359551
3D6.1D593E1C6E,9/12/20,A00002817,Selasphorus,ALHU,M,HY,15:00:00,BH,3.62,40,NA,0,11.04972376
3D6.1D593E1C59,9/12/20,A00002818,Selasphorus,ALHU,F,AHY,14:58:00,BH,3.47,43,NA,0,12.39193084
3D6.1D593E1C4C,9/12/20,A00002819,Calypte,ANHU,M,AHY,14:35:00,BH,4.53,50.5,NA,NA,11.14790287
3D6.1D593E1C5A,9/12/20,A00002820,Selasphorus,ALHU,F,AHY,14:34:00,BH,3.71,43,NA,0,11.5902965
3D6.1D593E1BFF,9/12/20,NA,Selasphorus,ALHU,M,HY,14:34:00,BH,3.64,40,NA,0,10.98901099
3D6.1D593E1C77,9/12/20,NA,Selasphorus,ALHU,F,AHY,14:25:00,BH,3.6,0,NA,0,0
3D6.1D593E1C2B,9/12/20,A00002823,Calypte,ANHU,M,HY,14:23:00,BH,5.56,50,NA,3,8.992805755
3D6.1D593E1C40,9/12/20,A00002821,Selasphorus,ALHU,F,NA,14:23:00,BH,3.5,42,NA,0,12
3D6.1D593E1C39,9/12/20,A00002822,Calypte,ANHU,F,NA,14:10:00,BH,4.14,49,NA,0,11.83574879
3D6.1D593E1C24,9/12/20,A00002824,Calypte,ANHU,F,NA,14:08:00,BH,4.11,51,NA,0,12.40875912
3D6.1D593E1C43,9/12/20,A00002825,Selasphorus,ALHU,F,AHY,13:43:00,BH,3.75,41,NA,0,10.93333333
3D6.1D593E1C36,9/12/20,A00002826,Selasphorus,ALHU,F,NA,13:42:00,BH,3.38,42,NA,0,12.4260355
3D6.1D593E1C49,9/12/20,A00002827,Selasphorus,ALHU,M,HY,13:30:00,BH,NA,40,NA,0,NA
3D6.1D593E1C32,9/12/20,A00002829,Calypte,ANHU,M,HY,13:15:00,BH,4.31,48,NA,0,11.13689095
3d6.1d593e1c23,9/12/20,A00002828,Selasphorus,ALHU,F,NA,13:14:00,BH,3.29,41.5,NA,0,12.61398176
3D6.1D593E1C73,9/12/20,A00002830,Calypte,ANHU,F,AHY,13:09:00,BH,4.28,49.5,NA,0,11.56542056
3D6.1D593D77CE,9/12/20,A00002835,Calypte,ANHU,M,AHY,13:09:00,BH,NA,49,NA,NA,NA
3D6.1D593E1C2F,9/12/20,A00002831,Calypte,ANHU,F,NA,13:05:00,BH,4.21,49,NA,NA,11.63895487
3D6.1D593E1C18,9/12/20,A00002832,Selasphorus,ALHU,M,HY,12:30:00,BH,4.03,0,NA,0,0
3D6.1D593E1C17,9/12/20,A00002833,Calypte,ANHU,M,NA,12:28:00,BH,NA,49,NA,0,NA
3d6.1d593e1c2d,9/12/20,A00002836,Calypte,ANHU,F,NA,12:27:00,BH,NA,50.5,NA,NA,NA
3D6.1D593E1C5C,9/12/20,A00002838,Calypte,ANHU,M,HY,12:26:00,BH,4.62,0,NA,NA,0
3d6.1d593e1c38,9/12/20,A00002840,Selasphorus,ALHU,M,HY,12:20:00,BH,NA,40,NA,0,NA
3D6.1D593E1C46,9/12/20,A00002837,Selasphorus,ALHU,F,AHY,12:20:00,BH,3.62,43,NA,0,11.87845304
3D6.1D593E1C5B,9/12/20,A00002839,Selasphorus,ALHU,F,AHY,12:15:00,BH,NA,42,NA,0,NA
3D6.1D593E1C2E,9/12/20,A00002841,Calypte,ANHU,M,HY,12:00:00,BH,4.32,50,NA,NA,11.57407407
3D6.1D593E1C51,9/12/20,A00002842,Selasphorus,ALHU,M,HY,11:57:00,BH,3.63,40,NA,0,11.01928375
3D6.1D593E1C5E,9/12/20,A00002847,Selasphorus,ALHU,M,AHY,10:40:00,BH,3.29,38,NA,0,11.55015198
3D6.1D593E1C3B,9/12/20,A00002846,Selasphorus,ALHU,M,AHY,10:40:00,BH,3.46,38,NA,0,10.98265896
3D6.1D593E1C4D,9/12/20,A00002845,Selasphorus,ALHU,M,HY,10:40:00,BH,3.55,40,NA,0,11.26760563
3D6.1D593E1C3C,9/12/20,A00002844,Selasphorus,ALHU,M,AHY,10:40:00,BH,NA,38,NA,0,NA
3D6.1D593E1C57,9/12/20,A00002843,Selasphorus,ALHU,M,HY,10:40:00,BH,3.46,40,NA,0,11.56069364
3D6.1D593E1B95,9/12/20,NA,Calypte,ANHU,F,AHY,10:40:00,BH,3.9,51,NA,0,13.07692308
3D6.1D593E1C69,9/12/20,A00002848,Selasphorus,ALHU,M,HY,10:27:00,BH,3.45,41,NA,0,11.88405797
3D6.001881F76F,9/12/20,610089468,Calypte,ANHU,M,AHY,10:27:00,BH,4.2,48.5,NA,0,11.54761905
3D6.1D593E1C54,9/12/20,A00002850,Calypte,ANHU,M,HY,10:08:00,BH,4.48,50,NA,-,11.16071429
3D6.1D593E1C27,9/12/20,A00002849,Calypte,ANHU,M,HY,10:08:00,BH,4.03,49,NA,0,12.15880893
3D6.1D593E1C19,9/12/20,A00002851,Selasphorus,ALHU,M,HY,10:02:00,BH,3.61,41,NA,0,11.35734072
3D6.1D593E1C55,9/12/20,A00002855,Selasphorus,ALHU,F,AHY,9:30:00,BH,3.69,43,NA,0,11.65311653
3D6.1D593E1C20,9/12/20,A00002854,Selasphorus,ALHU,F,AHY,9:30:00,BH,3.35,0,NA,0,0
3D6.1D593E1C5F,9/12/20,A00002853,Calypte,ANHU,M,HY,9:30:00,BH,4.24,49,NA,0,11.55660377
3D6.1D593E1C6B,9/12/20,A00002852,Calypte,ANHU,M,AHY,9:30:00,BH,4.58,50,NA,0,10.91703057
3D6.1D593E1C62,9/12/20,A00002858,Calypte,ANHU,M,HY,9:05:00,BH,5.61,51,NA,3,9.090909091
3D6.1D593E1C33,9/12/20,A00002856,Selasphorus,ALHU,M,HY,9:05:00,BH,3.32,0,NA,0,0
3d6.1d593e1c1c,9/12/20,A00002861,Calypte,ANHU,M,HY,8:48:00,BH,4.49,49,NA,0,10.91314031
3D6.1D593E1C71,9/12/20,A00002860,Calypte,ANHU,M,HY,8:48:00,BH,4.85,49,NA,0,10.10309278
3D6.1D593E1C63,9/12/20,A00002859,Selasphorus,ALHU,F,AHY,8:48:00,BH,3.44,43,NA,0,12.5
3D6.1D593E1C1B,9/12/20,A00002857,Calypte,ANHU,F,AHY,8:48:00,BH,4.13,50,NA,0,12.10653753
3D6.1D593E1C68,9/11/20,A00002793,Calypte,ANHU,F,AHY,17:30:00,BH,4.8,52,NA,0,10.83333333
3D6.1D593E1BDC,9/11/20,A00002792,Calypte,ANHU,M,AHY,17:25:00,BH,4.82,48,NA,NA,9.958506224
3D6.1D593E1C26,9/11/20,A00002797,Archilochus,BCHU,F,HY,17:00:00,BH,4.03,45,NA,0,11.1662531
3D6.1D593E1C3A,9/11/20,A00002795,Selasphorus,ALHU,F,AHY,17:00:00,BH,4.3,0,NA,NA,0
3D6.1D593E1C1E,9/11/20,A00002794,Selasphorus,ALHU,F,AHY,17:00:00,BH,3.3,40,NA,0,12.12121212
3D6.1D593E1C37,9/11/20,A00002798,Selasphorus,ALHU,M,HY,16:40:00,BH,3.63,41,NA,0,11.29476584
3D6.1D593E1C42,9/11/20,A00002796,Selasphorus,ALHU,M,HY,16:40:00,BH,NA,0,NA,0,NA
3D6.1D593E1C29,9/11/20,A00002799,Calypte,ANHU,F,AHY,16:30:00,BH,4.46,50,NA,0,11.21076233
3D6.1D593E1C60,9/11/20,A00002800,Calypte,ANHU,F,AHY,16:12:00,BH,4.27,52,NA,NA,12.17798595
3D6.1D593E1BAE,9/11/20,A00002791,Selasphorus,ALHU,M,HY,16:12:00,BH,3.68,41,NA,0,11.14130435
3D6.1D593E1B97,9/11/20,A00002801,Selasphorus,ALHU,M,AHY,15:50:00,BH,3.54,38,NA,0,10.73446328
3D6.1D593E1B4C,9/11/20,A00002802,Selasphorus,ALHU,M,AHY,15:48:00,BH,3.25,39,NA,0,12
3D6.1D593E1B63,9/11/20,A00002803,Calypte,ANHU,M,HY,15:45:00,BH,4.15,49,NA,0,11.80722892
