ID,Date,Band,Genus,Species,Sex,Age,Time,Site,Mass,Wing_length,Tail_length,Fat_code,Condition
3D6.1D593E19E3,11/17/18,A00000909,Calypte,ANHU,F,NA,12:50:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E196E,11/17/18,A00000908,Selasphorus,ALHU,F,NA,11:37:00,BH,NA,41,25,0,#VALUE!
3D6.1D593E19BC,11/17/18,A00000907,Selasphorus,ALHU,F,NA,11:30:00,BH,NA,42,NA,0,#VALUE!
3D6.001881F758,11/17/18,610089566,Calypte,ANHU,M,AHY,11:25:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593D7859,11/17/18,910070771,Calypte,ANHU,F,AHY,11:20:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D7838,11/17/18,610089438,Calypte,ANHU,F,AHY,11:05:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D45FB,11/17/18,610089531,Selasphorus,ALHU,M,AHY,10:55:00,BH,NA,39,29,0,#VALUE!
3D6.1D593E19E5,11/17/18,A00000906,Calypte,ANHU,F,AHY,10:50:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19E8,11/17/18,A00000905,Selasphorus,ALHU,M,HY,10:48:00,BH,NA,42,24,0,#VALUE!
3D6.1D593E19DA,11/17/18,A00000904,Calypte,ANHU,F,AHY,10:35:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A00,11/17/18,A00000903,Selasphorus,ALHU,F,NA,10:05:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19E1,11/17/18,A00000902,Calypte,ANHU,F,NA,10:00:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A05,11/17/18,A00000901,Selasphorus,ALHU,F,NA,9:55:00,BH,NA,43,NA,0,#VALUE!
3D6.1D593E19F8,11/17/18,A00000900,Calypte,ANHU,F,NA,9:45:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D45F1,11/17/18,610089432,Calypte,ANHU,F,AHY,9:15:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A0E,11/17/18,A00000899,Calypte,ANHU,F,NA,9:15:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19D5,11/17/18,910070824,Selasphorus,ALHU,M,AHY,9:15:00,BH,NA,39,26,0,#VALUE!
3D6.1D593E1A16,11/17/18,A00000898,Calypte,ANHU,F,NA,9:12:00,BH,NA,49,NA,0,#VALUE!
3D6.1D593D4607,11/17/18,610089480,Selasphorus,ALHU,F,AHY,8:37:00,BH,NA,0,25,0,#VALUE!
3D6.1D593E19E9,11/17/18,A00000897,Selasphorus,ALHU,M,NA,8:35:00,BH,NA,39,NA,0,#VALUE!
3D6.1D593E1981,11/16/18,A00000874,Calypte,ANHU,F,NA,16:30:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D7866,11/16/18,910070772,Calypte,ANHU,F,AHY,16:20:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A14,11/16/18,A00000873,Selasphorus,ALHU,M,HY,16:15:00,BH,NA,41,NA,0,#VALUE!
3D6.1D593E1A02,11/16/18,A00000872,Selasphorus,ALHU,F,NA,16:14:00,BH,NA,42,26,0,#VALUE!
3D6.1D593E1A0C,11/16/18,A00000870,Calypte,ANHU,F,NA,15:56:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19D8,11/16/18,A00000871,Calypte,ANHU,M,HY,15:45:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D77C7,11/16/18,A00000875,Calypte,ANHU,F,NA,15:39:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19E2,11/16/18,A00000869,Calypte,ANHU,M,AHY,15:27:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A10,11/16/18,A00000868,Selasphorus,ALHU,M,HY,15:15:00,BH,NA,41,NA,0,#VALUE!
3D6.1D593E1A06,11/16/18,A00000867,Selasphorus,ALHU,F,NA,14:50:00,BH,NA,43,NA,0,#VALUE!
3D6.1D593E19FC,11/16/18,A00000866,Selasphorus,ALHU,F,NA,14:45:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19E7,11/16/18,A00000865,Selasphorus,ALHU,F,NA,14:28:00,BH,NA,42,NA,0,#VALUE!
3D6.1D593E19C3,11/16/18,A00000864,Selasphorus,ALHU,F,AHY,14:15:00,BH,NA,43,28,0,#VALUE!
3D6.1D593E19DD,11/16/18,A00000863,Selasphorus,ALHU,M,HY,14:00:00,BH,NA,40,NA,0,#VALUE!
3D6.1D593E19CE,11/16/18,A00000862,Calypte,ANHU,M,HY,14:00:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19D6,11/16/18,A00000861,Selasphorus,ALHU,F,NA,13:50:00,BH,NA,43,27,0,#VALUE!
3D6.1D593E19D2,11/16/18,A00000860,Selasphorus,ALHU,M,NA,13:45:00,BH,NA,39,NA,0,#VALUE!
3D6.1D593D7866,11/16/18,910070772,Calypte,ANHU,F,AHY,11:45:00,BH,NA,49,NA,0,#VALUE!
3D6.1D593E19FB,11/16/18,A00000858,Calypte,ANHU,F,NA,11:35:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19BA,11/16/18,A00000859,Calypte,ANHU,F,NA,11:28:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A80,11/16/18,A00000857,Selasphorus,ALHU,M,HY,11:26:00,BH,NA,42,NA,0,#VALUE!
3D6.1D593E1A78,11/16/18,A00000855,Selasphorus,ALHU,F,NA,10:53:00,BH,NA,3.3,26,0,#VALUE!
3D6.1D593E1A30,11/16/18,A00000854,Selasphorus,ALHU,M,NA,10:53:00,BH,NA,38,NA,0,#VALUE!
3D6.1D593D7840,11/16/18,610089598,Calypte,ANHU,M,AHY,10:51:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19FD,11/16/18,A00000856,Selasphorus,ALHU,F,NA,10:25:00,BH,NA,44,NA,0,#VALUE!
3D6.1D593E1A35,11/16/18,A00000853,Calypte,ANHU,M,NA,10:09:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19EB,11/16/18,A00000852,Selasphorus,ALHU,M,HY,10:09:00,BH,NA,42,NA,0,#VALUE!
3D6.1D593E1A17,11/16/18,A00000851,Calypte,ANHU,M,AHY,10:08:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D77E7,11/16/18,610089607,Selasphorus,ALHU,M,NA,9:20:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A15,11/16/18,A00000850,Calypte,ANHU,F,AHY,9:20:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19EC,11/16/18,A00000849,Calypte,ANHU,M,NA,9:20:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19F1,11/16/18,A00000848,Calypte,ANHU,M,NA,9:20:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E19BF,11/16/18,A00000847,Selasphorus,ALHU,F,NA,8:32:00,BH,NA,43,NA,0,#VALUE!
3D6.1D593E19FE,11/16/18,A00000846,Selasphorus,ALHU,F,NA,8:32:00,BH,NA,42,26,0,#VALUE!
3D6.1D593E1A12,11/16/18,A00000845,Calypte,ANHU,F,HY,8:32:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A13,11/16/18,A00000844,Calypte,ANHU,M,HY,8:32:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593D45F5,11/16/18,610089498,Calypte,ANHU,F,NA,8:28:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A5A,11/15/18,A00000879,Selasphorus,ALHU,M,HY,16:10:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A18,11/15/18,A00000880,Calypte,ANHU,M,AHY,15:42:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A2F,11/15/18,A00000881,Calypte,ANHU,F,NA,15:42:00,BH,NA,0,NA,-,#VALUE!
3D6.1D593E1A53,11/15/18,A00000882,Selasphorus,ALHU,M,AHY,15:08:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A4B,11/15/18,A00000883,Calypte,ANHU,F,NA,15:07:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19BE,11/15/18,A00000884,Calypte,ANHU,M,HY,14:48:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A25,11/15/18,A00000885,Calypte,ANHU,F,AHY,14:48:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A42,11/15/18,A00000842,Calypte,ANHU,M,NA,14:16:00,BH,NA,50,NA,NA,#VALUE!
3D6.1D593E1A58,11/15/18,A00000886,Calypte,ANHU,M,AHY,14:16:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A1F,11/15/18,A00000841,Calypte,ANHU,M,HY,14:04:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A26,11/15/18,A00000840,Selasphorus,ALHU,M,HY,13:47:00,BH,NA,41,NA,NA,#VALUE!
3D6.1D593E1A3D,11/15/18,A00000839,Calypte,ANHU,F,NA,13:35:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A21,11/15/18,A00000838,Selasphorus,ALHU,M,AHY,11:59:00,BH,NA,39,NA,0,#VALUE!
3D6.1D593E1A2A,11/15/18,A00000837,Calypte,ANHU,M,HY,11:59:00,BH,NA,0,NA,0,#VALUE!
3D6.1D58A583BB,11/15/18,A00000836,Calypte,ANHU,M,HY,11:30:00,BH,NA,50,NA,0,#VALUE!
3D6.1D593E198D,11/15/18,A00000835,Selasphorus,ALHU,M,AHY,11:25:00,BH,NA,38,27,NA,#VALUE!
3D6.1D593E1A59,11/15/18,A00000834,Calypte,ANHU,F,NA,11:03:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A4D,11/15/18,A00000833,Calypte,ANHU,F,NA,11:03:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19B5,11/15/18,A00000832,Calypte,ANHU,F,NA,10:33:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593E1A34,11/15/18,A00000831,Calypte,ANHU,M,HY,10:33:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19B9,11/15/18,A00000830,Calypte,ANHU,M,NA,10:09:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19C0,11/15/18,A00000829,Selasphorus,ALHU,M,NA,10:08:00,BH,NA,39,2.6,0,#VALUE!
3D6.1D593E1965,11/15/18,A00000828,Calypte,ANHU,M,NA,9:44:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E1A07,11/15/18,A00000825,Selasphorus,ALHU,F,NA,9:25:00,BH,NA,41,NA,0,#VALUE!
3D6.1D593E19C5,11/15/18,A00000826,Calypte,ANHU,F,NA,9:24:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593E19FF,11/15/18,A00000824,Calypte,ANHU,F,NA,8:46:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E197F,11/15/18,A00000823,Calypte,ANHU,F,AHY,8:46:00,BH,NA,47,NA,0,#VALUE!
3D6.1D593E19D0,10/31/18,A00001465,Calypte,ANHU,F,NA,16:30:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1991,10/31/18,910070545,Calypte,ANHU,M,AHY,16:22:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19D9,10/31/18,A00001470,Calypte,ANHU,M,HY,16:07:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1963,10/31/18,A00001467,Calypte,ANHU,F,NA,15:59:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1980,10/31/18,A00001468,Calypte,ANHU,F,NA,15:48:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E199B,10/31/18,A00001469,Calypte,ANHU,F,NA,15:42:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1966,10/31/18,A00001471,Calypte,ANHU,F,AHY,15:29:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19C2,10/31/18,A00001472,Calypte,ANHU,M,NA,15:11:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19BD,10/31/18,A00001473,Calypte,ANHU,F,AHY,15:07:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1990,10/31/18,A00001474,Calypte,ANHU,F,AHY,15:04:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E195F,10/31/18,A00001475,Calypte,ANHU,M,HY,14:36:00,SB,NA,0,NA,NA,#VALUE!
3D6.00184967D7,10/31/18,A00001453,Calypte,ANHU,M,AHY,14:34:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1956,10/31/18,A00001476,Calypte,ANHU,M,HY,14:15:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19A0,10/31/18,A00001477,Calypte,ANHU,F,NA,14:08:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19CC,10/31/18,610089820,Calypte,ANHU,M,HY,13:46:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19DC,10/31/18,A00001478,Calypte,ANHU,F,NA,13:34:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19D3,10/31/18,A00001479,Calypte,ANHU,M,NA,13:20:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19DB,10/31/18,A00001480,Calypte,ANHU,F,NA,12:54:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E19D4,10/31/18,A00001481,Calypte,ANHU,M,AHY,12:52:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593D7876,10/31/18,610089817,Calypte,ANHU,M,HY,1:16:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1963,10/16/18,A00001504,Calypte,ANHU,F,HY,10:15:00,SB,NA,0,NA,NA,#VALUE!
3D6.1D593E1983,10/12/18,A00001502,Selasphorus,ALHU,F,AHY,16:30:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593E19A4,10/12/18,610089676,Calypte,ANHU,M,AHY,16:22:00,BH,NA,0,NA,0,#VALUE!
3D6.1D593E19A6,10/12/18,A00001507,Selasphorus,ALHU,M,NA,16:20:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593E1958,10/12/18,A00001501,Selasphorus,ALHU,F,NA,16:15:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593E1969,10/12/18,A00001464,Calypte,ANHU,F,NA,16:10:00,BH,NA,52,NA,0,#VALUE!
3D6.1D593E19B1,10/12/18,A00001500,Selasphorus,ALHU,F,NA,15:50:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593E1971,10/12/18,A00001463,Calypte,ANHU,F,AHY,15:45:00,BH,5.2,49,NA,NA,9.423076923
3D6.1D593D45C0,10/12/18,910071167,Calypte,ANHU,F,NA,15:40:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593E19B3,10/12/18,A00001499,Selasphorus,ALHU,M,HY,15:33:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7849,10/12/18,A00001498,Selasphorus,ALHU,M,NA,15:23:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593E1987,10/12/18,A00001497,Selasphorus,ALHU,M,AHY,15:14:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7854,10/12/18,A00001496,Calypte,ANHU,M,HY,15:09:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D780E,10/12/18,A00001462,Calypte,ANHU,F,NA,15:05:00,BH,NA,51,NA,0,#VALUE!
3D6.001881F773,10/12/18,610089571,Calypte,ANHU,M,AHY,15:04:00,BH,NA,49,NA,0,#VALUE!
3D6.1D593D77CA,10/12/18,A00001495,Calypte,ANHU,M,NA,14:57:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D782F,10/12/18,A00001494,Selasphorus,ALHU,M,HY,14:57:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D780F,10/12/18,A00001493,Selasphorus,ALHU,F,NA,14:48:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D780B,10/12/18,A00001492,Selasphorus,ALHU,M,NA,14:40:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77CF,10/12/18,A00001491,Selasphorus,ALHU,M,NA,14:32:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77C9,10/12/18,A00001490,Selasphorus,ALHU,F,NA,14:28:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7809,10/12/18,A00001489,Calypte,ANHU,M,NA,14:18:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D781C,10/12/18,A00001488,Selasphorus,ALHU,M,NA,14:16:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77C3,10/12/18,A00001486,Calypte,ANHU,F,NA,14:00:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77C7,10/12/18,A00001487,Calypte,ANHU,F,AHY,13:53:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77E9,10/12/18,A00000642,Selasphorus,ALHU,F,NA,13:30:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7855,10/12/18,A00000643,Selasphorus,ALHU,F,NA,13:30:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77C1,10/12/18,A00000644,Selasphorus,ALHU,F,NA,13:20:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7861,10/12/18,A00000685,Calypte,ANHU,F,NA,12:02:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D781F,10/12/18,A00000645,Selasphorus,ALHU,M,HY,11:38:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7864,10/12/18,A00000646,Selasphorus,ALHU,F,NA,11:36:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77EC,10/12/18,A00000647,Calypte,ANHU,M,HY,11:34:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77BF,10/12/18,A00000648,Selasphorus,ALHU,F,NA,11:33:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77DD,10/12/18,A00000649,Selasphorus,ALHU,M,NA,11:31:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7807,10/12/18,A00000650,Selasphorus,ALHU,M,AHY,11:29:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77E0,10/12/18,A00000652,Selasphorus,ALHU,M,NA,11:13:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77CC,10/12/18,A00000651,Calypte,ANHU,F,AHY,11:10:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77CE,10/12/18,A00000653,Calypte,ANHU,M,AHY,11:06:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D784C,10/12/18,A00000654,Selasphorus,ALHU,F,NA,10:55:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D59990585,10/12/18,A00000655,Selasphorus,ALHU,M,NA,10:46:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77F7,10/12/18,A00000656,Calypte,ANHU,F,HY,10:45:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77FC,10/12/18,A00000664,Selasphorus,ALHU,M,AHY,10:35:00,BH,NA,0,NA,NA,#VALUE!
3D6.1257C66AFAC,10/12/18,A00000665,Selasphorus,ALHU,M,NA,10:22:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D780D,10/12/18,A00000669,Calypte,ANHU,M,HY,10:13:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77F0,10/12/18,A00000666,Calypte,ANHU,M,NA,9:58:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77F3,10/12/18,A00000657,Selasphorus,ALHU,F,NA,9:57:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77EF,10/12/18,A00000667,Calypte,ANHU,F,NA,9:53:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7820,10/12/18,A00000668,Calypte,ANHU,M,NA,9:47:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77F4,10/12/18,A00000658,Selasphorus,ALHU,F,NA,9:42:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D784D,10/12/18,A00000659,Calypte,ANHU,M,NA,9:41:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77C5,10/12/18,A00000660,Calypte,ANHU,F,AHY,9:22:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77BB,10/12/18,610089561,Calypte,ANHU,M,AHY,9:14:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77D4,10/12/18,A00000661,Calypte,ANHU,F,AHY,9:07:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7873,10/12/18,A00000662,Calypte,ANHU,M,HY,9:01:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77E4,10/12/18,A00000663,Calypte,ANHU,F,NA,8:56:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77FE,10/12/18,A00000683,Calypte,ANHU,M,NA,8:54:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7806,10/12/18,A00000670,Selasphorus,ALHU,M,NA,8:51:00,BH,3.5,0,NA,NA,0
3D6.1D593D77FB,10/11/18,610089878,Calypte,ANHU,M,AHY,20:42:00,BH,4.3,49,NA,NA,11.39534884
3D6.1D593D7815,10/11/18,A00000671,Selasphorus,ALHU,F,AHY,15:49:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D784E,10/11/18,A00000672,Calypte,ANHU,F,AHY,15:15:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7862,10/11/18,610089495,Calypte,ANHU,F,AHY,15:06:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D780C,10/11/18,A00000673,Calypte,ANHU,F,AHY,15:04:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7800,10/11/18,610089591,Calypte,ANHU,M,AHY,15:00:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7819,10/11/18,610089889,Calypte,ANHU,M,NA,14:25:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D781D,10/11/18,610089858,Selasphorus,ALHU,M,AHY,14:21:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D45BF,10/11/18,910071163,Calypte,ANHU,F,AHY,14:21:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77D8,10/11/18,A00000676,Calypte,ANHU,F,AHY,13:55:00,BH,4,48,NA,NA,12
3D6.1D593D77E6,10/11/18,610089888,Calypte,ANHU,M,HY,13:55:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77D2,10/11/18,A00000678,Calypte,ANHU,F,AHY,13:19:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77E5,10/11/18,A00000679,Calypte,ANHU,F,HY,13:19:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7834,10/11/18,610089887,Calypte,ANHU,M,HY,13:09:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77ED,10/11/18,610089886,Calypte,ANHU,M,AHY,12:58:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77DE,10/11/18,A00000686,Calypte,ANHU,F,AHY,12:58:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77F6,10/11/18,A00000687,Calypte,ANHU,F,AHY,11:53:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77DC,10/11/18,610089856,Selasphorus,ALHU,M,AHY,10:31:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7879,10/11/18,610089857,Selasphorus,ALHU,M,HY,10:31:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77C4,10/11/18,910070350,Calypte,ANHU,M,AHY,10:31:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77D3,10/11/18,910070351,Calypte,ANHU,M,AHY,10:31:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7850,10/11/18,610089884,Calypte,ANHU,M,AHY,9:58:00,BH,NA,0,NA,NA,#VALUE!
3D6.C056C5,10/11/18,610089885,Calypte,ANHU,M,HY,9:58:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77EE,10/11/18,910070349,Selasphorus,ALHU,M,HY,9:57:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77F9,10/11/18,610089883,Calypte,ANHU,M,AHY,9:24:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D77CB,10/11/18,A00000696,Calypte,ANHU,F,AHY,9:24:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7874,10/11/18,610089881,Calypte,ANHU,M,HY,9:15:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7842,10/11/18,610089880,Calypte,ANHU,M,HY,9:02:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7804,10/11/18,610089879,Calypte,ANHU,M,HY,8:45:00,BH,4.3,47,NA,NA,10.93023256
3D6.1D593D7825,9/5/18,A00000715,Calypte,ANHU,M,AHY,8:01:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593D7832,7/26/18,A00000716,Calypte,ANHU,F,AHY,10:09:00,SB,NA,0,NA,0,#VALUE!
3D6.1D593D7818,6/13/18,610089818,Calypte,ANHU,M,AHY,15:22:00,BH,4.6,49,NA,0,10.65217391
3D6.1D593D77FD,6/13/18,A00000717,Calypte,ANHU,M,AHY,15:12:00,BH,NA,48.5,NA,NA,#VALUE!
3D6.1D593D77F2,6/13/18,610089680,Calypte,ANHU,M,AHY,14:55:00,BH,4.7,49,NA,NA,10.42553191
3D6.1D593D77C6,6/13/18,610089466,Calypte,ANHU,M,AHY,14:55:00,BH,4.6,48,NA,1,10.43478261
3D6.1D593D780A,6/13/18,A00000718,Selasphorus,ALHU,F,AHY,14:36:00,BH,3.3,42.5,NA,1,12.87878788
3D6.1D593D77FA,6/13/18,A00000719,Calypte,ANHU,F,AHY,13:46:00,BH,4.9,48,NA,1,9.795918367
3D6.1D593D45D9,6/13/18,910071165,Calypte,ANHU,F,AHY,13:10:00,BH,NA,50.5,NA,1,#VALUE!
3D6.1D593D77DB,6/13/18,A00000720,Selasphorus,ALHU,F,AHY,13:05:00,BH,3.7,43.5,NA,1,11.75675676
3D6.1D593D77EA,6/13/18,A00000721,Calypte,ANHU,F,AHY,12:34:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D4614,6/13/18,A00000722,Calypte,ANHU,F,AHY,12:31:00,BH,NA,0,NA,NA,#VALUE!
3D6.1D593D7830,6/13/18,A00000723,Selasphorus,ALHU,F,AHY,11:18:00,BH,NA,43,NA,NA,#VALUE!
3D6.1D593D7837,6/13/18,A00000724,Selasphorus,ALHU,F,AHY,10:58:00,BH,3.5,42.5,NA,1,12.14285714
3D6.1D593D77C0,6/13/18,A00000725,Selasphorus,ALHU,F,AHY,10:37:00,BH,3.9,42,NA,1,10.76923077
3D6.1D593D77D5,6/13/18,A00000726,Selasphorus,ALHU,F,AHY,10:28:00,BH,3.5,41,NA,0,11.71428571
3D6.1D593D7808,6/13/18,A00000727,Selasphorus,ALHU,F,HY,10:17:00,BH,3.6,42,NA,1,11.66666667
3D6.1D593D77BE,6/13/18,A00000728,Selasphorus,ALHU,F,AHY,9:54:00,BH,3.7,48,NA,1,12.97297297
3D6.1D593D7811,6/13/18,A00000729,Selasphorus,ALHU,F,AHY,9:42:00,BH,3.8,42,NA,0,11.05263158
3D6.1D593D7814,6/13/18,A00000730,Archilochus,BCHU,F,AHY,9:30:00,BH,3.4,44,NA,0,12.94117647
3D6.1D593D785A,6/13/18,910070344,Selasphorus,ALHU,M,HY,8:37:00,BH,3.3,40.5,NA,1,12.27272727
3D6.1D593D77F8,6/12/18,910070343,Selasphorus,ALHU,M,HY,16:08:00,BH,3.5,40.5,NA,1,11.57142857
3D6.1D593D783D,6/12/18,610089609,Selasphorus,ALHU,M,AHY,15:44:00,BH,3.5,37,NA,1,10.57142857
3D6.1D593D77BD,6/12/18,610089677,Calypte,ANHU,M,AHY,15:26:00,BH,4.7,48,NA,1,10.21276596
