Row,ID,Year,Month,Sex,FreqA1,FreqD1,FreqD2,PropA1,PropD1,PropD2
16,X3D6.1D593E1A2B,2020,1,F,273,0,0,1,0,0
43,X3D6.1D593E1A2B,2020,2,F,273,0,0,1,0,0
62,X3D6.1D593E1A2B,2020,3,F,93,0,0,1,0,0
76,X3D6.1D593E1A2B,2020,5,F,700,4,0,0.99432,0.00568,0
159,X3D6.1D593E1A2B,2020,6,F,833,430,0,0.65954,0.34046,0
308,X3D6.1D593E1A2B,2020,7,F,239,334,0,0.4171,0.5829,0
466,X3D6.1D593E1A2B,2020,8,F,76,105,0,0.41989,0.58011,0
573,X3D6.1D593E1A2B,2020,9,F,0,17,111,0,0.13281,0.86719
702,X3D6.1D593E1A2B,2020,10,F,0,0,0,0,0,0
766,X3D6.1D593E1A2B,2020,11,F,0,8,0,0,1,0
781,X3D6.1D593E1A2B,2020,12,F,6,0,0,1,0,0
16,X3D6.1D593E1A2D,2021,1,M,32,10,5,0.68085,0.21277,0.10638
59,X3D6.1D593E1A2D,2021,2,M,618,200,283,0.56131,0.18165,0.25704
133,X3D6.1D593E1A2D,2021,3,M,474,77,82,0.74882,0.12164,0.12954
203,X3D6.1D593E1A2D,2021,4,M,217,97,290,0.35927,0.1606,0.48013
340,X3D6.1D593E1A2D,2021,5,M,511,129,5,0.79225,0.2,0.00775
502,X3D6.1D593E1A2D,2021,6,M,160,120,0,0.57143,0.42857,0
689,X3D6.1D593E1A2D,2021,7,M,1,35,0,0.02778,0.97222,0
890,X3D6.1D593E1A2D,2021,8,M,11,0,0,1,0,0
1044,X3D6.1D593E1A2D,2021,9,M,19,232,1,0.0754,0.92063,0.00397
1083,X3D6.1D593E1A2D,2021,10,M,62,409,0,0.13163,0.86837,0
20,X3D6.1D593E1A2D,2020,1,M,276,0,0,1,0,0
47,X3D6.1D593E1A2D,2020,2,M,276,0,0,1,0,0
56,X3D6.1D593E1A2D,2020,3,M,203,0,0,1,0,0
94,X3D6.1D593E1A2D,2020,5,M,46,0,0,1,0,0
152,X3D6.1D593E1A2D,2020,6,M,346,21,0,0.94278,0.05722,0
278,X3D6.1D593E1A2D,2020,7,M,394,113,0,0.77712,0.22288,0
448,X3D6.1D593E1A2D,2020,8,M,106,18,0,0.85484,0.14516,0
613,X3D6.1D593E1A2D,2020,9,M,0,0,50,0,0,1
650,X3D6.1D593E1A2D,2020,10,M,2,4,0,0.33333,0.66667,0
739,X3D6.1D593E1A2D,2020,11,M,1,14,0,0.06667,0.93333,0
782,X3D6.1D593E1A2D,2020,12,M,2,0,0,1,0,0
17,X3D6.1D593E1A33,2020,1,M,83,0,0,1,0,0
44,X3D6.1D593E1A33,2020,2,M,83,0,0,1,0,0
63,X3D6.1D593E1A33,2020,3,M,81,0,0,1,0,0
26,X3D6.1D593E1A45,2020,1,M,1,0,0,1,0,0
53,X3D6.1D593E1A45,2020,2,M,1,0,0,1,0,0
143,X3D6.1D593E1A4C,2020,5,F,0,3,0,0,1,0
160,X3D6.1D593E1A4C,2020,6,F,7,288,0,0.02373,0.97627,0
293,X3D6.1D593E1A4C,2020,7,F,4,219,0,0.01794,0.98206,0
526,X3D6.1D593E1A4C,2020,8,F,0,33,0,0,1,0
18,X3D6.1D593E1A4F,2021,1,M,7,4,13,0.29167,0.16667,0.54167
51,X3D6.1D593E1A4F,2021,2,M,167,81,1002,0.1336,0.0648,0.8016
132,X3D6.1D593E1A4F,2021,3,M,86,17,2,0.81905,0.1619,0.01905
11,X3D6.1D593E1A4F,2020,1,M,134,0,0,1,0,0
38,X3D6.1D593E1A4F,2020,2,M,134,0,0,1,0,0
59,X3D6.1D593E1A4F,2020,3,M,46,0,0,1,0,0
96,X3D6.1D593E1A4F,2020,5,M,38,0,0,1,0,0
472,X3D6.1D593E1A4F,2020,8,M,30,15,0,0.66667,0.33333,0
618,X3D6.1D593E1A4F,2020,9,M,0,0,34,0,0,1
678,X3D6.1D593E1A4F,2020,10,M,0,0,9,0,0,1
725,X3D6.1D593E1A4F,2020,11,M,2,0,5,0.28571,0,0.71429
116,X3D6.1D593E1A56,2020,5,F,16,9,0,0.64,0.36,0
225,X3D6.1D593E1A56,2020,6,F,2,50,0,0.03846,0.96154,0
349,X3D6.1D593E1A56,2020,7,F,174,2,0,0.98864,0.01136,0
480,X3D6.1D593E1A56,2020,8,F,14,2,0,0.875,0.125,0
387,X3D6.1D593E1A57,2021,5,F,366,23,1410,0.20345,0.01278,0.78377
531,X3D6.1D593E1A57,2021,6,F,86,6,148,0.35833,0.025,0.61667
695,X3D6.1D593E1A57,2021,7,F,110,1,201,0.35256,0.00321,0.64423
924,X3D6.1D593E1A57,2021,8,F,0,7,19,0,0.26923,0.73077
112,X3D6.1D593E1A57,2020,5,F,2,27,0,0.06897,0.93103,0
188,X3D6.1D593E1A57,2020,6,F,1320,34,0,0.97489,0.02511,0
335,X3D6.1D593E1A57,2020,7,F,1681,84,0,0.95241,0.04759,0
439,X3D6.1D593E1A57,2020,8,F,459,2,0,0.99566,0.00434,0
66,X3D6.1D593E1A62,2020,3,F,2,0,0,1,0,0
25,X3D6.1D593E1A69,2020,1,F,38,0,0,1,0,0
52,X3D6.1D593E1A69,2020,2,F,38,0,0,1,0,0
69,X3D6.1D593E1A69,2020,3,F,10,0,0,1,0,0
237,X3D6.1D593E1A6D,2021,4,M,41,33,1,0.54667,0.44,0.01333
332,X3D6.1D593E1A6D,2021,5,M,167,176,0,0.48688,0.51312,0
521,X3D6.1D593E1A6D,2021,6,M,56,57,0,0.49558,0.50442,0
677,X3D6.1D593E1A6D,2021,7,M,34,87,69,0.17895,0.45789,0.36316
914,X3D6.1D593E1A6D,2021,8,M,0,118,88,0,0.57282,0.42718
102,X3D6.1D593E1A6D,2020,5,M,41,0,0,1,0,0
216,X3D6.1D593E1A6D,2020,6,M,4,11,0,0.26667,0.73333,0
318,X3D6.1D593E1A6D,2020,7,M,96,206,0,0.31788,0.68212,0
434,X3D6.1D593E1A6D,2020,8,M,16,20,0,0.44444,0.55556,0
91,X3D6.1D593E1A7A,2021,2,F,268,297,14,0.46287,0.51295,0.02418
152,X3D6.1D593E1A7A,2021,3,F,271,687,71,0.26336,0.66764,0.069
191,X3D6.1D593E1A7A,2021,4,F,591,1267,1459,0.17817,0.38197,0.43986
349,X3D6.1D593E1A7A,2021,5,F,771,476,123,0.56277,0.34745,0.08978
498,X3D6.1D593E1A7A,2021,6,F,187,382,14,0.32075,0.65523,0.02401
673,X3D6.1D593E1A7A,2021,7,F,30,422,84,0.05597,0.78731,0.15672
876,X3D6.1D593E1A7A,2021,8,F,70,344,214,0.11146,0.54777,0.34076
1023,X3D6.1D593E1A7A,2021,9,F,22,0,0,1,0,0
89,X3D6.1D593E1A7A,2020,5,F,69,0,0,1,0,0
157,X3D6.1D593E1A7A,2020,6,F,502,177,0,0.73932,0.26068,0
304,X3D6.1D593E1A7A,2020,7,F,620,276,0,0.69196,0.30804,0
455,X3D6.1D593E1A7A,2020,8,F,239,235,0,0.50422,0.49578,0
578,X3D6.1D593E1A7A,2020,9,F,0,14,4,0,0.77778,0.22222
18,X3D6.1D593E1A81,2020,1,M,1,0,0,1,0,0
45,X3D6.1D593E1A81,2020,2,M,1,0,0,1,0,0
75,X3D6.1D593E1A81,2020,3,M,22,0,0,1,0,0
1,X3D6.1D593E1A88,2020,1,F,670,0,0,1,0,0
28,X3D6.1D593E1A88,2020,2,F,670,0,0,1,0,0
4,X3D6.1D593E1A8B,2020,1,M,238,0,0,1,0,0
31,X3D6.1D593E1A8B,2020,2,M,238,0,0,1,0,0
65,X3D6.1D593E1A8B,2020,3,M,113,0,0,1,0,0
87,X3D6.1D593E1A8B,2020,5,M,656,22,0,0.96755,0.03245,0
213,X3D6.1D593E1A8B,2020,6,M,136,50,0,0.73118,0.26882,0
19,X3D6.1D593E1A93,2020,1,M,11,0,0,1,0,0
46,X3D6.1D593E1A93,2020,2,M,11,0,0,1,0,0
154,X3D6.1D593E1A93,2020,6,M,243,22,0,0.91698,0.08302,0
279,X3D6.1D593E1A93,2020,7,M,66,0,0,1,0,0
470,X3D6.1D593E1A93,2020,8,M,2,0,0,1,0,0
616,X3D6.1D593E1A93,2020,9,M,0,0,8,0,0,1
462,X3D6.1D593E1A97,2021,5,M,0,50,332,0,0.13089,0.86911
629,X3D6.1D593E1A97,2021,6,M,0,9,19,0,0.32143,0.67857
786,X3D6.1D593E1A97,2021,7,M,0,20,16,0,0.55556,0.44444
932,X3D6.1D593E1A97,2021,8,M,0,28,16,0,0.63636,0.36364
130,X3D6.1D593E1A97,2020,5,M,2,1,0,0.66667,0.33333,0
229,X3D6.1D593E1A97,2020,6,M,0,92,0,0,1,0
376,X3D6.1D593E1A97,2020,7,M,0,43,0,0,1,0
551,X3D6.1D593E1A97,2020,8,M,0,13,0,0,1,0
621,X3D6.1D593E1A97,2020,9,M,0,0,76,0,0,1
12,X3D6.1D593E1A99,2021,1,M,54,1,5,0.9,0.01667,0.08333
63,X3D6.1D593E1A99,2021,2,M,794,102,455,0.58771,0.0755,0.33679
143,X3D6.1D593E1A99,2021,3,M,434,99,13,0.79487,0.18132,0.02381
204,X3D6.1D593E1A99,2021,4,M,638,271,552,0.43669,0.18549,0.37782
345,X3D6.1D593E1A99,2021,5,M,747,97,207,0.71075,0.09229,0.19696
535,X3D6.1D593E1A99,2021,6,M,46,1,20,0.68657,0.01493,0.29851
697,X3D6.1D593E1A99,2021,7,M,36,34,10,0.45,0.425,0.125
870,X3D6.1D593E1A99,2021,8,M,1540,33,29,0.9613,0.0206,0.0181
1013,X3D6.1D593E1A99,2021,9,M,678,11,22,0.95359,0.01547,0.03094
1128,X3D6.1D593E1A99,2021,10,M,0,10,0,0,1,0
15,X3D6.1D593E1A99,2020,1,M,162,0,0,1,0,0
42,X3D6.1D593E1A99,2020,2,M,162,0,0,1,0,0
61,X3D6.1D593E1A99,2020,3,M,101,0,0,1,0,0
86,X3D6.1D593E1A99,2020,5,M,7,19,0,0.26923,0.73077,0
221,X3D6.1D593E1A99,2020,6,M,171,45,0,0.79167,0.20833,0
342,X3D6.1D593E1A99,2020,7,M,149,44,0,0.77202,0.22798,0
463,X3D6.1D593E1A99,2020,8,M,179,38,0,0.82488,0.17512,0
620,X3D6.1D593E1A99,2020,9,M,0,0,187,0,0,1
683,X3D6.1D593E1A99,2020,10,M,0,0,9,0,0,1
728,X3D6.1D593E1A99,2020,11,M,5,54,0,0.08475,0.91525,0
779,X3D6.1D593E1A99,2020,12,M,9,0,0,1,0,0
637,X3D6.1D593E1A9D,2020,9,M,0,0,18,0,0,1
714,X3D6.1D593E1A9D,2020,10,M,0,0,47,0,0,1
361,X3D6.1D593E1AA2,2021,5,F,6,0,873,0.00683,0,0.99317
574,X3D6.1D593E1AA2,2021,6,F,8,0,116,0.06452,0,0.93548
780,X3D6.1D593E1AA2,2021,7,F,0,5,378,0,0.01305,0.98695
936,X3D6.1D593E1AA2,2021,8,F,0,22,753,0,0.02839,0.97161
99,X3D6.1D593E1AA2,2020,5,F,100,6,0,0.9434,0.0566,0
191,X3D6.1D593E1AA2,2020,6,F,26,22,0,0.54167,0.45833,0
325,X3D6.1D593E1AA2,2020,7,F,78,0,0,1,0,0
495,X3D6.1D593E1AA2,2020,8,F,2,0,0,1,0,0
90,X3D6.1D593E1AA5,2020,5,F,595,9,0,0.9851,0.0149,0
171,X3D6.1D593E1AA5,2020,6,F,676,79,0,0.89536,0.10464,0
295,X3D6.1D593E1AA5,2020,7,F,32,0,0,1,0,0
486,X3D6.1D593E1AA5,2020,8,F,4,6,0,0.4,0.6,0
88,X3D6.1D593E1AA8,2020,5,F,19,11,0,0.63333,0.36667,0
215,X3D6.1D593E1AA8,2020,6,F,37,340,0,0.09814,0.90186,0
310,X3D6.1D593E1AA8,2020,7,F,2,458,0,0.00435,0.99565,0
43,X3D6.1D593E1AAB,2021,1,F,0,0,2,0,0,1
57,X3D6.1D593E1AAB,2021,2,F,601,13,16,0.95397,0.02063,0.0254
128,X3D6.1D593E1AAB,2021,3,F,272,6,3,0.96797,0.02135,0.01068
200,X3D6.1D593E1AAB,2021,4,F,9,4,905,0.0098,0.00436,0.98584
80,X3D6.1D593E1AAB,2020,5,F,860,12,0,0.98624,0.01376,0
263,X3D6.1D593E1AB2,2021,4,F,52,4,241,0.17508,0.01347,0.81145
350,X3D6.1D593E1AB2,2021,5,F,89,50,2179,0.0384,0.02157,0.94003
567,X3D6.1D593E1AB2,2021,6,F,40,4,303,0.11527,0.01153,0.8732
703,X3D6.1D593E1AB2,2021,7,F,10,30,91,0.07634,0.22901,0.69466
888,X3D6.1D593E1AB2,2021,8,F,9,19,252,0.03214,0.06786,0.9
105,X3D6.1D593E1AB2,2020,5,F,126,23,0,0.84564,0.15436,0
165,X3D6.1D593E1AB2,2020,6,F,424,28,0,0.93805,0.06195,0
277,X3D6.1D593E1AB2,2020,7,F,83,21,0,0.79808,0.20192,0
454,X3D6.1D593E1AB2,2020,8,F,1,1,0,0.5,0.5,0
295,X3D6.1D593E1AB4,2021,4,F,0,8,20,0,0.28571,0.71429
442,X3D6.1D593E1AB4,2021,5,F,0,93,3,0,0.96875,0.03125
610,X3D6.1D593E1AB4,2021,6,F,0,77,32,0,0.70642,0.29358
739,X3D6.1D593E1AB4,2021,7,F,0,18,4,0,0.81818,0.18182
991,X3D6.1D593E1AB4,2021,8,F,0,1,18,0,0.05263,0.94737
1073,X3D6.1D593E1AB4,2021,9,F,0,0,3,0,0,1
1119,X3D6.1D593E1AB4,2021,10,F,0,11,1,0,0.91667,0.08333
235,X3D6.1D593E1AB4,2020,6,F,0,125,0,0,1,0
380,X3D6.1D593E1AB4,2020,7,F,0,59,0,0,1,0
530,X3D6.1D593E1AB4,2020,8,F,0,15,0,0,1,0
623,X3D6.1D593E1AB4,2020,9,F,0,0,43,0,0,1
688,X3D6.1D593E1AB4,2020,10,F,0,0,6,0,0,1
8,X3D6.1D593E1AB5,2021,1,F,6,0,10,0.375,0,0.625
81,X3D6.1D593E1AB5,2021,2,F,25,1,1,0.92593,0.03704,0.03704
1134,X3D6.1D593E1AB5,2021,10,F,0,0,13,0,0,1
9,X3D6.1D593E1AB5,2020,1,F,306,0,0,1,0,0
36,X3D6.1D593E1AB5,2020,2,F,306,0,0,1,0,0
696,X3D6.1D593E1AB5,2020,10,F,0,0,83,0,0,1
767,X3D6.1D593E1AB5,2020,11,F,0,0,8,0,0,1
780,X3D6.1D593E1AB5,2020,12,F,44,0,0,1,0,0
7,X3D6.1D593E1ABC,2021,1,F,90,0,6,0.9375,0,0.0625
52,X3D6.1D593E1ABC,2021,2,F,617,5,321,0.65429,0.0053,0.3404
135,X3D6.1D593E1ABC,2021,3,F,302,0,130,0.69907,0,0.30093
193,X3D6.1D593E1ABC,2021,4,F,1246,20,1360,0.47449,0.00762,0.5179
314,X3D6.1D593E1ABC,2021,5,F,239,7,195,0.54195,0.01587,0.44218
6,X3D6.1D593E1ABE,2021,1,M,3,0,0,1,0,0
10,X3D6.1D593E1ABE,2020,1,M,200,0,0,1,0,0
37,X3D6.1D593E1ABE,2020,2,M,200,0,0,1,0,0
638,X3D6.1D593E1ABE,2020,9,M,0,0,31,0,0,1
644,X3D6.1D593E1ABE,2020,10,M,35,25,45,0.33333,0.2381,0.42857
719,X3D6.1D593E1ABE,2020,11,M,59,131,1,0.3089,0.68586,0.00524
773,X3D6.1D593E1ABE,2020,12,M,40,1,0,0.97561,0.02439,0
138,X3D6.1D593E1AC2,2020,5,F,55,42,0,0.56701,0.43299,0
200,X3D6.1D593E1AC2,2020,6,F,155,32,0,0.82888,0.17112,0
357,X3D6.1D593E1AC2,2020,7,F,107,0,0,1,0,0
269,X3D6.1D593E1AC9,2021,4,F,18,12,143,0.10405,0.06936,0.82659
319,X3D6.1D593E1AC9,2021,5,F,409,76,1364,0.2212,0.0411,0.7377
513,X3D6.1D593E1AC9,2021,6,F,293,41,202,0.54664,0.07649,0.37687
711,X3D6.1D593E1AC9,2021,7,F,15,11,145,0.08772,0.06433,0.84795
900,X3D6.1D593E1AC9,2021,8,F,0,28,701,0,0.03841,0.96159
101,X3D6.1D593E1AC9,2020,5,F,145,4,0,0.97315,0.02685,0
189,X3D6.1D593E1AC9,2020,6,F,38,94,0,0.28788,0.71212,0
313,X3D6.1D593E1AC9,2020,7,F,161,89,0,0.644,0.356,0
435,X3D6.1D593E1AC9,2020,8,F,3,43,0,0.06522,0.93478,0
40,X3D6.1D593E1ADC,2021,1,M,0,0,3,0,0,1
109,X3D6.1D593E1ADC,2021,2,M,0,1,34,0,0.02857,0.97143
176,X3D6.1D593E1ADC,2021,3,M,0,18,108,0,0.14286,0.85714
283,X3D6.1D593E1ADC,2021,4,M,0,15,249,0,0.05682,0.94318
488,X3D6.1D593E1ADC,2021,5,M,0,0,6,0,0,1
1063,X3D6.1D593E1ADC,2021,9,M,0,1,6,0,0.14286,0.85714
716,X3D6.1D593E1ADC,2020,10,M,0,0,9,0,0,1
260,X3D6.1D593E1ADF,2021,4,F,25,65,140,0.1087,0.28261,0.6087
354,X3D6.1D593E1ADF,2021,5,F,49,658,1169,0.02612,0.35075,0.62313
566,X3D6.1D593E1ADF,2021,6,F,13,95,256,0.03571,0.26099,0.7033
717,X3D6.1D593E1ADF,2021,7,F,2,431,299,0.00273,0.5888,0.40847
893,X3D6.1D593E1ADF,2021,8,F,0,655,532,0,0.55181,0.44819
109,X3D6.1D593E1ADF,2020,5,F,42,13,0,0.76364,0.23636,0
176,X3D6.1D593E1ADF,2020,6,F,150,180,0,0.45455,0.54545,0
351,X3D6.1D593E1ADF,2020,7,F,2,325,0,0.00612,0.99388,0
457,X3D6.1D593E1ADF,2020,8,F,4,172,0,0.02273,0.97727,0
26,X3D6.1D593E1AE2,2021,1,F,3,62,0,0.04615,0.95385,0
76,X3D6.1D593E1AE2,2021,2,F,258,474,627,0.18985,0.34879,0.46137
137,X3D6.1D593E1AE2,2021,3,F,152,674,0,0.18402,0.81598,0
205,X3D6.1D593E1AE2,2021,4,F,399,811,1096,0.17303,0.35169,0.47528
325,X3D6.1D593E1AE2,2021,5,F,386,1413,221,0.19109,0.6995,0.10941
520,X3D6.1D593E1AE2,2021,6,F,105,699,0,0.1306,0.8694,0
707,X3D6.1D593E1AE2,2021,7,F,1,1117,61,0.00085,0.94741,0.05174
903,X3D6.1D593E1AE2,2021,8,F,0,658,144,0,0.82045,0.17955
1041,X3D6.1D593E1AE2,2021,9,F,10,444,41,0.0202,0.89697,0.08283
1092,X3D6.1D593E1AE2,2021,10,F,0,658,0,0,1,0
72,X3D6.1D593E1AE2,2020,3,F,49,0,0,1,0,0
81,X3D6.1D593E1AE2,2020,5,F,477,12,0,0.97546,0.02454,0
177,X3D6.1D593E1AE2,2020,6,F,69,373,0,0.15611,0.84389,0
367,X3D6.1D593E1AE2,2020,7,F,0,871,0,0,1,0
505,X3D6.1D593E1AE2,2020,8,F,3,221,0,0.01339,0.98661,0
577,X3D6.1D593E1AE2,2020,9,F,0,22,101,0,0.17886,0.82114
668,X3D6.1D593E1AE2,2020,10,F,0,0,0,0,0,0
744,X3D6.1D593E1AE2,2020,11,F,0,202,0,0,1,0
224,X3D6.1D593E1AE6,2021,4,M,4,0,1323,0.00301,0,0.99699
399,X3D6.1D593E1AE6,2021,5,M,51,5,891,0.05385,0.00528,0.94087
559,X3D6.1D593E1AE6,2021,6,M,30,0,109,0.21583,0,0.78417
696,X3D6.1D593E1AE6,2021,7,M,3,0,42,0.06667,0,0.93333
424,X3D6.1D593E1AE6,2020,7,M,0,4,0,0,1,0
522,X3D6.1D593E1AE6,2020,8,M,0,5,0,0,1,0
482,X3D6.1D593E1AE8,2020,8,M,250,1,0,0.99602,0.00398,0
416,X3D6.1D593E1AE9,2020,7,M,0,4,0,0,1,0
524,X3D6.1D593E1AE9,2020,8,M,0,2,0,0,1,0
347,X3D6.1D593E1AEC,2020,7,M,3,0,0,1,0,0
406,X3D6.1D593E1AED,2021,5,F,34,605,1361,0.017,0.3025,0.6805
555,X3D6.1D593E1AED,2021,6,F,7,142,332,0.01455,0.29522,0.69023
747,X3D6.1D593E1AED,2021,7,F,0,217,90,0,0.70684,0.29316
912,X3D6.1D593E1AED,2021,8,F,0,100,379,0,0.20877,0.79123
510,X3D6.1D593E1AED,2020,8,F,1,48,0,0.02041,0.97959,0
350,X3D6.1D593E1AEE,2020,7,F,3,55,0,0.05172,0.94828,0
549,X3D6.1D593E1AEE,2020,8,F,0,1,1,0,0.5,0.5
409,X3D6.1D593E1AEF,2020,7,M,0,59,0,0,1,0
527,X3D6.1D593E1AEF,2020,8,M,0,14,0,0,1,0
611,X3D6.1D593E1AEF,2020,9,M,0,0,95,0,0,1
425,X3D6.1D593E1AF0,2020,7,M,0,6,0,0,1,0
477,X3D6.1D593E1AF0,2020,8,M,1,1,0,0.5,0.5,0
41,X3D6.1D593E1AF2,2021,1,M,0,0,2,0,0,1
83,X3D6.1D593E1AF2,2021,2,M,26,0,4,0.86667,0,0.13333
160,X3D6.1D593E1AF2,2021,3,M,12,0,0,1,0,0
252,X3D6.1D593E1AF2,2021,4,M,1,0,0,1,0,0
638,X3D6.1D593E1AF2,2021,6,M,0,0,13,0,0,1
801,X3D6.1D593E1AF2,2021,7,M,0,1,99,0,0.01,0.99
874,X3D6.1D593E1AF2,2021,8,M,38,0,190,0.16667,0,0.83333
1017,X3D6.1D593E1AF2,2021,9,M,30,0,10,0.75,0,0.25
1080,X3D6.1D593E1AF2,2021,10,M,11,0,3,0.78571,0,0.21429
635,X3D6.1D593E1AF2,2020,9,M,0,0,3,0,0,1
647,X3D6.1D593E1AF2,2020,10,M,5,17,42,0.07813,0.26563,0.65625
720,X3D6.1D593E1AF2,2020,11,M,6,0,1,0.85714,0,0.14286
423,X3D6.1D593E1AF3,2020,7,M,0,3,0,0,1,0
365,X3D6.1D593E1AF6,2020,7,F,235,0,0,1,0,0
444,X3D6.1D593E1AF6,2020,8,F,584,6,0,0.98983,0.01017,0
422,X3D6.1D593E1AF8,2020,7,F,0,26,0,0,1,0
452,X3D6.1D593E1AF8,2020,8,F,4,13,0,0.23529,0.76471,0
406,X3D6.1D593E1AF9,2020,7,M,0,5,0,0,1,0
562,X3D6.1D593E1AFA,2020,8,F,0,1,0,0,1,0
239,X3D6.1D593E1AFB,2021,4,F,42,6,666,0.05882,0.0084,0.93277
327,X3D6.1D593E1AFB,2021,5,F,480,65,1941,0.19308,0.02615,0.78077
514,X3D6.1D593E1AFB,2021,6,F,13,7,247,0.04869,0.02622,0.92509
813,X3D6.1D593E1AFB,2021,7,F,0,10,818,0,0.01208,0.98792
989,X3D6.1D593E1AFB,2021,8,F,0,3,102,0,0.02857,0.97143
419,X3D6.1D593E1AFB,2020,7,F,0,2,0,0,1,0
548,X3D6.1D593E1AFB,2020,8,F,0,5,0,0,1,0
39,X3D6.1D593E1AFC,2021,1,M,0,0,2,0,0,1
82,X3D6.1D593E1AFC,2021,2,M,142,0,567,0.20028,0,0.79972
148,X3D6.1D593E1AFC,2021,3,M,6,0,0,1,0,0
542,X3D6.1D593E1AFC,2020,8,M,0,37,0,0,1,0
684,X3D6.1D593E1AFC,2020,10,M,0,0,0,0,0,0
753,X3D6.1D593E1AFC,2020,11,M,0,9,0,0,1,0
268,X3D6.1D593E1AFD,2021,4,F,3,0,223,0.01327,0,0.98673
374,X3D6.1D593E1AFD,2021,5,F,287,10,1314,0.17815,0.00621,0.81564
494,X3D6.1D593E1AFD,2021,6,F,256,0,302,0.45878,0,0.54122
819,X3D6.1D593E1AFD,2021,7,F,0,1,480,0,0.00208,0.99792
925,X3D6.1D593E1AFD,2021,8,F,0,1,405,0,0.00246,0.99754
427,X3D6.1D593E1AFD,2020,7,F,0,1,0,0,1,0
550,X3D6.1D593E1AFD,2020,8,F,0,12,0,0,1,0
343,X3D6.1D593E1AFE,2020,7,M,2,9,0,0.18182,0.81818,0
500,X3D6.1D593E1AFE,2020,8,M,28,0,7,0.8,0,0.2
337,X3D6.1D593E1B00,2020,7,M,16,44,0,0.26667,0.73333,0
507,X3D6.1D593E1B00,2020,8,M,7,35,5,0.14894,0.74468,0.10638
605,X3D6.1D593E1B00,2020,9,M,0,0,173,0,0,1
254,X3D6.1D593E1B01,2021,4,F,2,0,48,0.04,0,0.96
367,X3D6.1D593E1B01,2021,5,F,1,90,129,0.00455,0.40909,0.58636
576,X3D6.1D593E1B01,2021,6,F,3,13,181,0.01523,0.06599,0.91878
748,X3D6.1D593E1B01,2021,7,F,0,77,144,0,0.34842,0.65158
875,X3D6.1D593E1B01,2021,8,F,73,206,575,0.08548,0.24122,0.6733
1032,X3D6.1D593E1B01,2021,9,F,8,0,0,1,0,0
340,X3D6.1D593E1B01,2020,7,F,252,54,0,0.82353,0.17647,0
442,X3D6.1D593E1B01,2020,8,F,50,216,0,0.18797,0.81203,0
580,X3D6.1D593E1B01,2020,9,F,0,1,4,0,0.2,0.8
236,X3D6.1D593E1B02,2021,4,M,2,19,788,0.00247,0.02349,0.97404
376,X3D6.1D593E1B02,2021,5,M,182,107,1408,0.10725,0.06305,0.8297
510,X3D6.1D593E1B02,2021,6,M,67,38,333,0.15297,0.08676,0.76027
694,X3D6.1D593E1B02,2021,7,M,1,49,74,0.00806,0.39516,0.59677
926,X3D6.1D593E1B02,2021,8,M,0,41,855,0,0.04576,0.95424
560,X3D6.1D593E1B02,2020,8,M,0,2,0,0,1,0
253,X3D6.1D593E1B03,2021,4,F,84,7,50,0.59574,0.04965,0.35461
316,X3D6.1D593E1B03,2021,5,F,957,43,110,0.86216,0.03874,0.0991
541,X3D6.1D593E1B03,2021,6,F,228,0,58,0.7972,0,0.2028
704,X3D6.1D593E1B03,2021,7,F,1,10,171,0.00549,0.05495,0.93956
938,X3D6.1D593E1B03,2021,8,F,0,4,108,0,0.03571,0.96429
420,X3D6.1D593E1B03,2020,7,F,0,52,0,0,1,0
514,X3D6.1D593E1B03,2020,8,F,0,23,14,0,0.62162,0.37838
361,X3D6.1D593E1B04,2020,7,F,4,1,0,0.8,0.2,0
499,X3D6.1D593E1B04,2020,8,F,1,2,0,0.33333,0.66667,0
338,X3D6.1D593E1B06,2020,7,F,432,11,0,0.97517,0.02483,0
438,X3D6.1D593E1B06,2020,8,F,70,27,0,0.72165,0.27835,0
483,X3D6.1D593E1B07,2020,8,F,2,6,0,0.25,0.75,0
356,X3D6.1D593E1B09,2020,7,F,2,73,0,0.02667,0.97333,0
515,X3D6.1D593E1B09,2020,8,F,0,33,0,0,1,0
496,X3D6.1D593E1B0A,2020,8,M,3,0,0,1,0,0
426,X3D6.1D593E1B0D,2020,7,M,0,1,0,0,1,0
547,X3D6.1D593E1B0E,2020,8,F,0,7,0,0,1,0
300,X3D6.1D593E1B10,2021,4,F,0,2,281,0,0.00707,0.99293
440,X3D6.1D593E1B10,2021,5,F,0,47,1161,0,0.03891,0.96109
631,X3D6.1D593E1B10,2021,6,F,0,11,66,0,0.14286,0.85714
781,X3D6.1D593E1B10,2021,7,F,0,16,269,0,0.05614,0.94386
931,X3D6.1D593E1B10,2021,8,F,0,35,897,0,0.03755,0.96245
556,X3D6.1D593E1B10,2020,8,F,0,5,0,0,1,0
330,X3D6.1D593E1B11,2020,7,F,33,5,0,0.86842,0.13158,0
554,X3D6.1D593E1B11,2020,8,F,0,8,0,0,1,0
993,X3D6.1D593E1B12,2021,8,F,0,4,0,0,1,0
1030,X3D6.1D593E1B12,2021,9,F,8,8,0,0.5,0.5,0
1114,X3D6.1D593E1B12,2021,10,F,0,36,0,0,1,0
511,X3D6.1D593E1B12,2020,8,F,1,0,9,0.1,0,0.9
604,X3D6.1D593E1B12,2020,9,F,0,0,111,0,0,1
