Row,ID,Year,Month,Sex,FreqA1,FreqD1,FreqD2,PropA1,PropD1,PropD2
328,X3D6.1D593E1B13,2020,7,M,8,599,0,0.01318,0.98682,0
334,X3D6.1D593E1B14,2020,7,M,1,10,0,0.09091,0.90909,0
382,X3D6.1D593E1B15,2021,5,F,1,0,0,1,0,0
636,X3D6.1D593E1B15,2021,6,F,0,8,389,0,0.02015,0.97985
771,X3D6.1D593E1B15,2021,7,F,0,7,635,0,0.0109,0.9891
947,X3D6.1D593E1B15,2021,8,F,0,15,368,0,0.03916,0.96084
412,X3D6.1D593E1B15,2020,7,F,0,13,0,0,1,0
531,X3D6.1D593E1B15,2020,8,F,0,1,0,0,1,0
333,X3D6.1D593E1B16,2020,7,M,8,218,0,0.0354,0.9646,0
490,X3D6.1D593E1B16,2020,8,M,1,88,0,0.01124,0.98876,0
599,X3D6.1D593E1B16,2020,9,M,0,0,3,0,0,1
401,X3D6.1D593E1B18,2020,7,M,0,1,0,0,1,0
414,X3D6.1D593E1B19,2020,7,M,0,1,0,0,1,0
538,X3D6.1D593E1B19,2020,8,M,0,1,0,0,1,0
352,X3D6.1D593E1B1A,2020,7,M,3,14,0,0.17647,0.82353,0
520,X3D6.1D593E1B1A,2020,8,M,0,3,0,0,1,0
478,X3D6.1D593E1B1B,2021,5,F,0,2,181,0,0.01093,0.98907
623,X3D6.1D593E1B1B,2021,6,F,0,16,52,0,0.23529,0.76471
756,X3D6.1D593E1B1B,2021,7,F,0,37,265,0,0.12252,0.87748
962,X3D6.1D593E1B1B,2021,8,F,0,4,278,0,0.01418,0.98582
411,X3D6.1D593E1B1B,2020,7,F,0,55,0,0,1,0
537,X3D6.1D593E1B1B,2020,8,F,0,4,0,0,1,0
329,X3D6.1D593E1B1C,2020,7,M,22,98,0,0.18333,0.81667,0
353,X3D6.1D593E1B1F,2020,7,F,31,0,0,1,0,0
488,X3D6.1D593E1B1F,2020,8,F,17,1,0,0.94444,0.05556,0
346,X3D6.1D593E1B20,2020,7,F,43,4,0,0.91489,0.08511,0
447,X3D6.1D593E1B20,2020,8,F,24,58,3,0.28235,0.68235,0.03529
596,X3D6.1D593E1B20,2020,9,F,0,0,23,0,0,1
270,X3D6.1D593E1B21,2021,4,F,8,0,11,0.42105,0,0.57895
384,X3D6.1D593E1B21,2021,5,F,7,2,798,0.00867,0.00248,0.98885
415,X3D6.1D593E1B21,2020,7,F,0,1,0,0,1,0
313,X3D6.1D593E1B24,2021,4,F,0,0,1,0,0,1
417,X3D6.1D593E1B24,2021,5,F,1,2,726,0.00137,0.00274,0.99588
583,X3D6.1D593E1B24,2021,6,F,4,0,34,0.10526,0,0.89474
834,X3D6.1D593E1B24,2021,7,F,0,0,224,0,0,1
1002,X3D6.1D593E1B24,2021,8,F,0,0,396,0,0,1
417,X3D6.1D593E1B26,2020,7,M,0,1,0,0,1,0
478,X3D6.1D593E1B29,2020,8,M,12,38,0,0.24,0.76,0
246,X3D6.1D593E1B2A,2021,4,M,3,5,124,0.02273,0.03788,0.93939
389,X3D6.1D593E1B2A,2021,5,M,3,21,186,0.01429,0.1,0.88571
624,X3D6.1D593E1B2A,2021,6,M,0,4,3,0,0.57143,0.42857
769,X3D6.1D593E1B2A,2021,7,M,0,10,212,0,0.04505,0.95495
978,X3D6.1D593E1B2A,2021,8,M,0,1,200,0,0.00498,0.99502
489,X3D6.1D593E1B2A,2020,8,M,2,0,0,1,0,0
299,X3D6.1D593E1B2F,2021,4,F,0,89,46,0,0.65926,0.34074
363,X3D6.1D593E1B2F,2021,5,F,2,1203,608,0.0011,0.66354,0.33536
595,X3D6.1D593E1B2F,2021,6,F,0,880,103,0,0.89522,0.10478
731,X3D6.1D593E1B2F,2021,7,F,0,2491,120,0,0.95404,0.04596
901,X3D6.1D593E1B2F,2021,8,F,0,1200,44,0,0.96463,0.03537
362,X3D6.1D593E1B2F,2020,7,F,2,1048,0,0.0019,0.9981,0
481,X3D6.1D593E1B2F,2020,8,F,2,540,0,0.00369,0.99631,0
402,X3D6.1D593E1B31,2020,7,F,0,31,0,0,1,0
364,X3D6.1D593E1B32,2020,7,F,77,4,0,0.95062,0.04938,0
469,X3D6.1D593E1B32,2020,8,F,14,2,0,0.875,0.125,0
355,X3D6.1D593E1B33,2020,7,M,45,156,0,0.22388,0.77612,0
484,X3D6.1D593E1B34,2020,8,M,25,0,0,1,0,0
413,X3D6.1D593E1B35,2020,7,M,0,5,0,0,1,0
331,X3D6.1D593E1B36,2020,7,F,178,223,0,0.44389,0.55611,0
535,X3D6.1D593E1B36,2020,8,F,0,14,0,0,1,0
465,X3D6.1D593E1B38,2021,5,F,0,1467,287,0,0.83637,0.16363
593,X3D6.1D593E1B38,2021,6,F,0,532,86,0,0.86084,0.13916
727,X3D6.1D593E1B38,2021,7,F,1,776,214,0.00101,0.78305,0.21594
892,X3D6.1D593E1B38,2021,8,F,0,1659,890,0,0.65084,0.34916
410,X3D6.1D593E1B38,2020,7,F,0,401,0,0,1,0
517,X3D6.1D593E1B38,2020,8,F,0,503,0,0,1,0
34,X3D6.1D593E1B3A,2021,1,F,0,1,1,0,0.5,0.5
79,X3D6.1D593E1B3A,2021,2,F,19,627,861,0.01261,0.41606,0.57133
157,X3D6.1D593E1B3A,2021,3,F,74,66,37,0.41808,0.37288,0.20904
228,X3D6.1D593E1B3A,2021,4,F,4,1019,1252,0.00176,0.44791,0.55033
369,X3D6.1D593E1B3A,2021,5,F,360,86,207,0.5513,0.1317,0.317
528,X3D6.1D593E1B3A,2021,6,F,151,4,13,0.89881,0.02381,0.07738
403,X3D6.1D593E1B3A,2020,7,F,0,6,0,0,1,0
539,X3D6.1D593E1B3A,2020,8,F,0,7,5,0,0.58333,0.41667
600,X3D6.1D593E1B3A,2020,9,F,0,0,344,0,0,1
675,X3D6.1D593E1B3A,2020,10,F,0,0,2,0,0,1
418,X3D6.1D593E1B3E,2020,7,M,0,44,0,0,1,0
536,X3D6.1D593E1B3E,2020,8,M,0,11,0,0,1,0
364,X3D6.1D593E1B3F,2021,5,F,423,20,260,0.60171,0.02845,0.36984
523,X3D6.1D593E1B40,2020,8,M,0,2,0,0,1,0
358,X3D6.1D593E1B41,2020,7,F,255,0,0,1,0,0
431,X3D6.1D593E1B41,2020,8,F,37,0,0,1,0,0
665,X3D6.1D593E1B42,2021,6,M,0,11,0,0,1,0
777,X3D6.1D593E1B42,2021,7,M,0,11,763,0,0.01421,0.98579
856,X3D6.1D593E1B42,2021,8,M,3,1,271,0.01091,0.00364,0.98545
1020,X3D6.1D593E1B42,2021,9,M,65,0,370,0.14943,0,0.85057
1085,X3D6.1D593E1B42,2021,10,M,55,0,61,0.47414,0,0.52586
492,X3D6.1D593E1B42,2020,8,M,7,17,12,0.19444,0.47222,0.33333
602,X3D6.1D593E1B42,2020,9,M,0,0,131,0,0,1
711,X3D6.1D593E1B42,2020,10,M,0,0,16,0,0,1
341,X3D6.1D593E1B44,2020,7,F,22,33,0,0.4,0.6,0
494,X3D6.1D593E1B44,2020,8,F,1,3,0,0.25,0.75,0
792,X3D6.1D593E1B46,2021,7,F,0,1,0,0,1,0
964,X3D6.1D593E1B46,2021,8,F,0,3,2,0,0.6,0.4
1036,X3D6.1D593E1B46,2021,9,F,10,0,0,1,0,0
421,X3D6.1D593E1B46,2020,7,F,0,4,0,0,1,0
485,X3D6.1D593E1B46,2020,8,F,102,7,0,0.93578,0.06422,0
607,X3D6.1D593E1B46,2020,9,F,0,0,2,0,0,1
363,X3D6.1D593E1B48,2020,7,M,68,14,0,0.82927,0.17073,0
449,X3D6.1D593E1B48,2020,8,M,35,56,0,0.38462,0.61538,0
625,X3D6.1D593E1B4B,2020,9,M,0,0,24,0,0,1
682,X3D6.1D593E1B4B,2020,10,M,0,0,0,0,0,0
545,X3D6.1D593E1B4F,2020,8,M,0,21,0,0,1,0
567,X3D6.1D593E1B55,2020,8,F,0,0,6,0,0,1
558,X3D6.1D593E1B56,2020,8,M,0,2,0,0,1,0
482,X3D6.1D593E1B59,2021,5,M,0,1,275,0,0.00362,0.99638
620,X3D6.1D593E1B59,2021,6,M,0,0,415,0,0,1
541,X3D6.1D593E1B59,2020,8,M,0,4,0,0,1,0
629,X3D6.1D593E1B59,2020,9,M,0,0,71,0,0,1
707,X3D6.1D593E1B59,2020,10,M,0,0,0,0,0,0
552,X3D6.1D593E1B5A,2020,8,F,0,1,0,0,1,0
115,X3D6.1D593E1B5D,2021,2,M,0,0,327,0,0,1
698,X3D6.1D593E1B5F,2020,10,F,0,0,0,0,0,0
738,X3D6.1D593E1B5F,2020,11,F,1,3,0,0.25,0.75,0
787,X3D6.1D593E1B5F,2020,12,F,1,0,0,1,0,0
1048,X3D6.1D593E1B68,2021,9,F,19,0,0,1,0,0
619,X3D6.1D593E1B6C,2020,9,M,0,0,1,0,0,1
20,X3D6.1D593E1B6D,2021,1,F,1,0,0,1,0,0
75,X3D6.1D593E1B6D,2021,2,F,766,9,213,0.7753,0.00911,0.21559
124,X3D6.1D593E1B6D,2021,3,F,404,124,0,0.76515,0.23485,0
192,X3D6.1D593E1B6D,2021,4,F,728,119,203,0.69333,0.11333,0.19333
337,X3D6.1D593E1B6D,2021,5,F,1823,153,161,0.85307,0.0716,0.07534
516,X3D6.1D593E1B6D,2021,6,F,263,13,4,0.93929,0.04643,0.01429
737,X3D6.1D593E1B6D,2021,7,F,0,25,0,0,1,0
957,X3D6.1D593E1B6D,2021,8,F,0,2,12,0,0.14286,0.85714
1037,X3D6.1D593E1B6D,2021,9,F,2,40,1,0.04651,0.93023,0.02326
1077,X3D6.1D593E1B6D,2021,10,F,8,42,0,0.16,0.84,0
615,X3D6.1D593E1B6D,2020,9,F,0,0,16,0,0,1
433,X3D6.1D593E1B70,2021,5,F,3,5,79,0.03448,0.05747,0.90805
564,X3D6.1D593E1B70,2021,6,F,18,0,60,0.23077,0,0.76923
843,X3D6.1D593E1B70,2021,7,F,0,0,6,0,0,1
546,X3D6.1D593E1B70,2020,8,F,0,12,0,0,1,0
612,X3D6.1D593E1B70,2020,9,F,0,0,108,0,0,1
608,X3D6.1D593E1B72,2020,9,M,0,0,26,0,0,1
553,X3D6.1D593E1B73,2020,8,F,0,2,0,0,1,0
830,X3D6.1D593E1B78,2021,7,M,0,0,30,0,0,1
980,X3D6.1D593E1B78,2021,8,M,0,6,105,0,0.05405,0.94595
1045,X3D6.1D593E1B78,2021,9,M,5,0,1,0.83333,0,0.16667
1079,X3D6.1D593E1B78,2021,10,M,12,0,6,0.66667,0,0.33333
624,X3D6.1D593E1B78,2020,9,M,0,0,40,0,0,1
265,X3D6.1D593E1B7F,2021,4,M,36,0,25,0.59016,0,0.40984
360,X3D6.1D593E1B7F,2021,5,M,795,9,39,0.94306,0.01068,0.04626
545,X3D6.1D593E1B7F,2021,6,M,205,2,8,0.95349,0.0093,0.03721
692,X3D6.1D593E1B7F,2021,7,M,24,19,288,0.07251,0.0574,0.87009
923,X3D6.1D593E1B7F,2021,8,M,0,24,132,0,0.15385,0.84615
1122,X3D6.1D593E1B84,2021,10,M,0,6,0,0,1,0
111,X3D6.1D593E1B8B,2021,2,F,0,0,1495,0,0,1
163,X3D6.1D593E1B8B,2021,3,F,1,8,506,0.00194,0.01553,0.98252
278,X3D6.1D593E1B8B,2021,4,F,0,76,1965,0,0.03724,0.96276
1074,X3D6.1D593E1B8B,2021,9,F,0,0,2,0,0,1
1121,X3D6.1D593E1B8B,2021,10,F,0,1,0,0,1,0
630,X3D6.1D593E1B8B,2020,9,F,0,0,1,0,0,1
694,X3D6.1D593E1B8B,2020,10,F,0,0,0,0,0,0
582,X3D6.1D593E1B8C,2020,9,F,0,12,2,0,0.85714,0.14286
555,X3D6.1D593E1B8D,2020,8,M,0,7,0,0,1,0
713,X3D6.1D593E1B8D,2020,10,M,0,0,1,0,0,1
568,X3D6.1D593E1B90,2020,8,M,0,0,8,0,0,1
626,X3D6.1D593E1B98,2020,9,M,0,0,8,0,0,1
699,X3D6.1D593E1B98,2020,10,M,0,0,0,0,0,0
760,X3D6.1D593E1B98,2020,11,M,0,1,0,0,1,0
633,X3D6.1D593E1B99,2020,9,F,0,0,1,0,0,1
664,X3D6.1D593E1B99,2020,10,F,0,1,0,0,1,0
752,X3D6.1D593E1B99,2020,11,F,0,11,0,0,1,0
68,X3D6.1D593E1B9A,2021,2,M,15,3,103,0.12397,0.02479,0.85124
167,X3D6.1D593E1B9A,2021,3,M,4,0,0,1,0,0
233,X3D6.1D593E1B9A,2021,4,M,2,1,3,0.33333,0.16667,0.5
333,X3D6.1D593E1B9A,2021,5,M,20,2,0,0.90909,0.09091,0
557,X3D6.1D593E1B9A,2020,8,M,0,3,0,0,1,0
631,X3D6.1D593E1BA0,2020,9,F,0,0,4,0,0,1
452,X3D6.1D593E1BA6,2021,5,F,0,4,1490,0,0.00268,0.99732
613,X3D6.1D593E1BA6,2021,6,F,0,1,79,0,0.0125,0.9875
839,X3D6.1D593E1BA6,2021,7,F,0,0,259,0,0,1
995,X3D6.1D593E1BA6,2021,8,F,0,0,377,0,0,1
540,X3D6.1D593E1BA6,2020,8,F,0,2,8,0,0.2,0.8
610,X3D6.1D593E1BA6,2020,9,F,0,0,24,0,0,1
275,X3D6.1D593E1C78,2021,4,F,1,0,123,0.00806,0,0.99194
455,X3D6.1D593E1C78,2021,5,F,0,4,1683,0,0.00237,0.99763
575,X3D6.1D593E1C78,2021,6,F,1,1,97,0.0101,0.0101,0.9798
714,X3D6.1D593E1C78,2021,7,F,23,0,215,0.09664,0,0.90336
884,X3D6.1D593E1C78,2021,8,F,14,0,1136,0.01217,0,0.98783
201,X3D6.1D593E1C78,2020,6,F,18,63,0,0.22222,0.77778,0
332,X3D6.1D593E1C78,2020,7,F,566,0,0,1,0,0
441,X3D6.1D593E1C78,2020,8,F,72,4,0,0.94737,0.05263,0
264,X3D6.1D593E1C7E,2021,4,F,18,44,244,0.05882,0.14379,0.79739
357,X3D6.1D593E1C7E,2021,5,F,49,210,992,0.03917,0.16787,0.79297
557,X3D6.1D593E1C7E,2021,6,F,27,68,183,0.09712,0.2446,0.65827
745,X3D6.1D593E1C7E,2021,7,F,0,177,483,0,0.26818,0.73182
915,X3D6.1D593E1C7E,2021,8,F,0,34,265,0,0.11371,0.88629
240,X3D6.1D593E1C7E,2020,6,F,0,66,0,0,1,0
324,X3D6.1D593E1C7E,2020,7,F,113,933,0,0.10803,0.89197,0
493,X3D6.1D593E1C7E,2020,8,F,1,74,0,0.01333,0.98667,0
133,X3D6.1D593E1C82,2020,5,F,84,1,0,0.98824,0.01176,0
161,X3D6.1D593E1C82,2020,6,F,1302,40,0,0.97019,0.02981,0
288,X3D6.1D593E1C82,2020,7,F,1396,217,0,0.86547,0.13453,0
428,X3D6.1D593E1C82,2020,8,F,176,41,5,0.79279,0.18468,0.02252
601,X3D6.1D593E1C82,2020,9,F,0,0,79,0,0,1
147,X3D6.1D593E1C83,2020,5,M,0,5,0,0,1,0
151,X3D6.1D593E1C83,2020,6,M,112,174,0,0.39161,0.60839,0
317,X3D6.1D593E1C83,2020,7,M,132,382,0,0.25681,0.74319,0
450,X3D6.1D593E1C83,2020,8,M,14,160,0,0.08046,0.91954,0
593,X3D6.1D593E1C83,2020,9,M,0,3,52,0,0.05455,0.94545
91,X3D6.1D593E1C86,2020,5,M,479,0,0,1,0,0
184,X3D6.1D593E1C89,2020,6,F,2,56,0,0.03448,0.96552,0
344,X3D6.1D593E1C89,2020,7,F,5,41,0,0.1087,0.8913,0
136,X3D6.1D593E1C96,2020,5,M,11,1,0,0.91667,0.08333,0
212,X3D6.1D593E1C96,2020,6,M,39,134,0,0.22543,0.77457,0
146,X3D6.1D593E1C98,2020,5,F,0,2,0,0,1,0
236,X3D6.1D593E1C98,2020,6,F,0,224,0,0,1,0
312,X3D6.1D593E1C98,2020,7,F,19,474,0,0.03854,0.96146,0
476,X3D6.1D593E1C98,2020,8,F,1,218,0,0.00457,0.99543,0
140,X3D6.1D593E1C99,2020,5,F,7,0,0,1,0,0
167,X3D6.1D593E1C99,2020,6,F,66,33,0,0.66667,0.33333,0
243,X3D6.1D593E1C9C,2020,6,F,0,69,0,0,1,0
144,X3D6.1D593E1CA5,2020,5,F,0,18,0,0,1,0
214,X3D6.1D593E1CA5,2020,6,F,2,223,0,0.00889,0.99111,0
336,X3D6.1D593E1CA5,2020,7,F,245,1386,0,0.15021,0.84979,0
498,X3D6.1D593E1CA5,2020,8,F,1,281,0,0.00355,0.99645,0
244,X3D6.1D593E1CAA,2020,6,F,0,238,0,0,1,0
390,X3D6.1D593E1CAA,2020,7,F,0,329,0,0,1,0
497,X3D6.1D593E1CAA,2020,8,F,1,151,0,0.00658,0.99342,0
591,X3D6.1D593E1CAA,2020,9,F,0,1,89,0,0.01111,0.98889
669,X3D6.1D593E1CAA,2020,10,F,0,0,8,0,0,1
747,X3D6.1D593E1CAA,2020,11,F,0,43,0,0,1,0
164,X3D6.1D593E1CAD,2020,6,M,371,313,0,0.5424,0.4576,0
291,X3D6.1D593E1CAD,2020,7,M,253,573,0,0.3063,0.6937,0
460,X3D6.1D593E1CAD,2020,8,M,22,55,0,0.28571,0.71429,0
114,X3D6.1D593E1CB1,2020,5,M,1,0,0,1,0,0
178,X3D6.1D593E1CB6,2020,6,M,664,127,0,0.83944,0.16056,0
285,X3D6.1D593E1CB6,2020,7,M,1246,304,0,0.80387,0.19613,0
436,X3D6.1D593E1CB6,2020,8,M,112,57,0,0.66272,0.33728,0
234,X3D6.1D593E1CB9,2021,4,F,16,0,835,0.0188,0,0.9812
381,X3D6.1D593E1CB9,2021,5,F,2,33,2243,0.00088,0.01449,0.98464
615,X3D6.1D593E1CB9,2021,6,F,0,3,394,0,0.00756,0.99244
709,X3D6.1D593E1CB9,2021,7,F,1,72,521,0.00168,0.12121,0.8771
902,X3D6.1D593E1CB9,2021,8,F,0,491,393,0,0.55543,0.44457
182,X3D6.1D593E1CB9,2020,6,F,1,0,0,1,0,0
566,X3D6.1D593E1CB9,2020,8,F,0,0,24,0,0,1
603,X3D6.1D593E1CB9,2020,9,F,0,0,67,0,0,1
271,X3D6.1D593E1CBC,2021,4,F,68,0,1,0.98551,0,0.01449
323,X3D6.1D593E1CBC,2021,5,F,1020,9,65,0.93236,0.00823,0.05941
533,X3D6.1D593E1CBC,2021,6,F,157,3,0,0.98125,0.01875,0
675,X3D6.1D593E1CBC,2021,7,F,103,7,240,0.29429,0.02,0.68571
857,X3D6.1D593E1CBC,2021,8,F,69,95,882,0.06597,0.09082,0.84321
98,X3D6.1D593E1CBC,2020,5,F,858,40,0,0.95546,0.04454,0
162,X3D6.1D593E1CBC,2020,6,F,917,27,0,0.9714,0.0286,0
276,X3D6.1D593E1CBC,2020,7,F,814,2,0,0.99755,0.00245,0
464,X3D6.1D593E1CBC,2020,8,F,76,37,0,0.67257,0.32743,0
139,X3D6.1D593E1CBD,2020,5,M,230,0,0,1,0,0
209,X3D6.1D593E1CBD,2020,6,M,541,64,0,0.89421,0.10579,0
305,X3D6.1D593E1CBD,2020,7,M,2,20,0,0.09091,0.90909,0
233,X3D6.1D593E1CBE,2020,6,F,0,143,0,0,1,0
327,X3D6.1D593E1CBE,2020,7,F,1568,595,0,0.72492,0.27508,0
433,X3D6.1D593E1CBE,2020,8,F,57,92,0,0.38255,0.61745,0
134,X3D6.1D593E1CC6,2020,5,M,48,4,0,0.92308,0.07692,0
190,X3D6.1D593E1CC6,2020,6,M,22,15,0,0.59459,0.40541,0
299,X3D6.1D593E1CC6,2020,7,M,2,0,0,1,0,0
220,X3D6.1D593E1CC7,2020,6,F,17,5,0,0.77273,0.22727,0
27,X3D6.1D593E1CC8,2021,1,M,1,5,0,0.16667,0.83333,0
98,X3D6.1D593E1CC8,2021,2,M,0,197,1231,0,0.13796,0.86204
173,X3D6.1D593E1CC8,2021,3,M,0,165,377,0,0.30443,0.69557
213,X3D6.1D593E1CC8,2021,4,M,7,184,261,0.01549,0.40708,0.57743
380,X3D6.1D593E1CC8,2021,5,M,1,655,66,0.00139,0.9072,0.09141
598,X3D6.1D593E1CC8,2021,6,M,0,40,0,0,1,0
736,X3D6.1D593E1CC8,2021,7,M,0,46,0,0,1,0
977,X3D6.1D593E1CC8,2021,8,M,0,20,0,0,1,0
1061,X3D6.1D593E1CC8,2021,9,M,0,83,0,0,1,0
1091,X3D6.1D593E1CC8,2021,10,M,0,201,0,0,1,0
242,X3D6.1D593E1CC8,2020,6,M,0,24,0,0,1,0
386,X3D6.1D593E1CC8,2020,7,M,0,123,0,0,1,0
504,X3D6.1D593E1CC8,2020,8,M,7,50,0,0.12281,0.87719,0
589,X3D6.1D593E1CC8,2020,9,M,0,2,8,0,0.2,0.8
687,X3D6.1D593E1CC8,2020,10,M,0,0,0,0,0,0
740,X3D6.1D593E1CC8,2020,11,M,1,4,0,0.2,0.8,0
248,X3D6.1D593E1CCB,2021,4,M,1,0,98,0.0101,0,0.9899
490,X3D6.1D593E1CCB,2021,5,M,0,0,26,0,0,1
841,X3D6.1D593E1CCB,2021,7,M,0,0,61,0,0,1
1004,X3D6.1D593E1CCB,2021,8,M,0,0,20,0,0,1
234,X3D6.1D593E1CCB,2020,6,M,0,24,0,0,1,0
232,X3D6.1D593E1CCD,2020,6,F,0,2,0,0,1,0
42,X3D6.1D593E1CCE,2021,1,M,0,0,1,0,0,1
64,X3D6.1D593E1CCE,2021,2,M,159,5,366,0.3,0.00943,0.69057
306,X3D6.1D593E1CCE,2021,4,M,0,0,8,0,0,1
928,X3D6.1D593E1CCE,2021,8,M,0,1,9,0,0.1,0.9
148,X3D6.1D593E1CCE,2020,6,M,543,56,0,0.90651,0.09349,0
628,X3D6.1D593E1CCE,2020,9,M,0,0,140,0,0,1
145,X3D6.1D593E1CCF,2020,5,M,0,12,0,0,1,0
231,X3D6.1D593E1CCF,2020,6,M,0,65,0,0,1,0
345,X3D6.1D593E1CCF,2020,7,M,17,39,0,0.30357,0.69643,0
187,X3D6.1D593E1CD1,2020,6,F,267,179,0,0.59865,0.40135,0
294,X3D6.1D593E1CD1,2020,7,F,54,7,0,0.88525,0.11475,0
508,X3D6.1D593E1CD1,2020,8,F,2,11,0,0.15385,0.84615,0
609,X3D6.1D593E1CD1,2020,9,F,0,0,98,0,0,1
218,X3D6.1D593E1CD2,2020,6,F,7,546,0,0.01266,0.98734,0
366,X3D6.1D593E1CD2,2020,7,F,0,965,0,0,1,0
516,X3D6.1D593E1CD2,2020,8,F,0,88,0,0,1,0
570,X3D6.1D593E1CD2,2020,9,F,0,25,55,0,0.3125,0.6875
660,X3D6.1D593E1CD2,2020,10,F,0,4,1,0,0.8,0.2
749,X3D6.1D593E1CD2,2020,11,F,0,89,0,0,1,0
169,X3D6.1D593E1CD5,2020,6,F,140,60,0,0.7,0.3,0
283,X3D6.1D593E1CD5,2020,7,F,227,114,0,0.66569,0.33431,0
467,X3D6.1D593E1CD5,2020,8,F,22,62,0,0.2619,0.7381,0
135,X3D6.1D593E1CD8,2020,5,M,51,5,0,0.91071,0.08929,0
211,X3D6.1D593E1CD8,2020,6,M,208,29,0,0.87764,0.12236,0
268,X3D6.1D593E1CD9,2020,6,F,0,3,0,0,1,0
311,X3D6.1D593E1CD9,2020,7,F,5,6,0,0.45455,0.54545,0
249,X3D6.1D593E1CDA,2020,6,F,0,28,0,0,1,0
377,X3D6.1D593E1CDA,2020,7,F,0,4,0,0,1,0
124,X3D6.1D593E1CDB,2020,5,M,185,28,0,0.86854,0.13146,0
207,X3D6.1D593E1CDB,2020,6,M,117,78,0,0.6,0.4,0
388,X3D6.1D593E1CDB,2020,7,M,0,64,0,0,1,0
564,X3D6.1D593E1CDB,2020,8,M,0,8,0,0,1,0
594,X3D6.1D593E1CDB,2020,9,M,0,0,51,0,0,1
287,X3D6.1D593E1CDE,2021,4,F,0,1,3,0,0.25,0.75
426,X3D6.1D593E1CDE,2021,5,F,38,51,557,0.05882,0.07895,0.86223
667,X3D6.1D593E1CDE,2021,6,F,0,30,0,0,1,0
716,X3D6.1D593E1CDE,2021,7,F,1,120,1141,0.00079,0.09509,0.90412
909,X3D6.1D593E1CDE,2021,8,F,0,72,290,0,0.1989,0.8011
381,X3D6.1D593E1CDE,2020,7,F,0,16,0,0,1,0
112,X3D6.1D593E1CDF,2021,2,F,0,0,1495,0,0,1
174,X3D6.1D593E1CDF,2021,3,F,0,431,513,0,0.45657,0.54343
281,X3D6.1D593E1CDF,2021,4,F,0,630,1132,0,0.35755,0.64245
394,X3D6.1D593E1CDF,2021,5,F,1,1235,442,6.00E-04,0.736,0.26341
592,X3D6.1D593E1CDF,2021,6,F,0,557,295,0,0.65376,0.34624
732,X3D6.1D593E1CDF,2021,7,F,0,599,4,0,0.99337,0.00663
939,X3D6.1D593E1CDF,2021,8,F,0,367,206,0,0.64049,0.35951
1058,X3D6.1D593E1CDF,2021,9,F,0,403,17,0,0.95952,0.04048
1098,X3D6.1D593E1CDF,2021,10,F,0,462,0,0,1,0
407,X3D6.1D593E1CDF,2020,7,F,0,189,0,0,1,0
509,X3D6.1D593E1CDF,2020,8,F,1,183,2,0.00538,0.98387,0.01075
571,X3D6.1D593E1CDF,2020,9,F,0,75,4,0,0.94937,0.05063
658,X3D6.1D593E1CDF,2020,10,F,0,4,0,0,1,0
750,X3D6.1D593E1CDF,2020,11,F,0,70,0,0,1,0
141,X3D6.1D593E1CE1,2020,5,M,0,48,0,0,1,0
228,X3D6.1D593E1CE1,2020,6,M,0,153,0,0,1,0
397,X3D6.1D593E1CE1,2020,7,M,0,44,0,0,1,0
79,X3D6.1D593E1CE2,2020,5,M,359,2,0,0.99446,0.00554,0
204,X3D6.1D593E1CE2,2020,6,M,21,1,0,0.95455,0.04545,0
256,X3D6.1D593E1CE3,2020,6,M,0,6,0,0,1,0
393,X3D6.1D593E1CE3,2020,7,M,0,14,0,0,1,0
262,X3D6.1D593E1CE5,2020,6,F,0,13,0,0,1,0
378,X3D6.1D593E1CE5,2020,7,F,0,592,0,0,1,0
519,X3D6.1D593E1CE5,2020,8,F,0,148,0,0,1,0
95,X3D6.1D593E1CE6,2020,5,F,420,16,0,0.9633,0.0367,0
149,X3D6.1D593E1CE6,2020,6,F,1370,28,0,0.97997,0.02003,0
275,X3D6.1D593E1CE6,2020,7,F,964,17,0,0.98267,0.01733,0
459,X3D6.1D593E1CE6,2020,8,F,220,27,0,0.89069,0.10931,0
569,X3D6.1D593E1CE6,2020,9,F,0,1,130,0,0.00763,0.99237
193,X3D6.1D593E1CE7,2020,6,M,6,53,0,0.10169,0.89831,0
319,X3D6.1D593E1CE7,2020,7,M,177,285,0,0.38312,0.61688,0
462,X3D6.1D593E1CE7,2020,8,M,211,98,19,0.64329,0.29878,0.05793
572,X3D6.1D593E1CE7,2020,9,M,0,20,333,0,0.05666,0.94334
656,X3D6.1D593E1CE7,2020,10,M,1,12,0,0.07692,0.92308,0
722,X3D6.1D593E1CE7,2020,11,M,8,94,0,0.07843,0.92157,0
261,X3D6.1D593E1CE8,2020,6,M,0,50,0,0,1,0
307,X3D6.1D593E1CE8,2020,7,M,251,615,0,0.28984,0.71016,0
528,X3D6.1D593E1CE8,2020,8,M,0,82,0,0,1,0
404,X3D6.1D593E1CE9,2020,7,M,0,8,0,0,1,0
195,X3D6.1D593E1CEA,2020,6,M,6,50,0,0.10714,0.89286,0
322,X3D6.1D593E1CEA,2020,7,M,11,159,0,0.06471,0.93529,0
534,X3D6.1D593E1CEA,2020,8,M,0,1,0,0,1,0
153,X3D6.1D593E1CEB,2020,6,M,304,34,0,0.89941,0.10059,0
284,X3D6.1D593E1CEB,2020,7,M,137,30,0,0.82036,0.17964,0
487,X3D6.1D593E1CEB,2020,8,M,1,0,0,1,0,0
